# Title: February 2021 - January 2022 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-101,Montgomery County,Alabama,0.85,0.88,119,-0.03
AL-103,Morgan County,Alabama,1.42,1.43,129,-0.01
AL-105,Perry County,Alabama,0.6,0.65,111,-0.06
AL-107,Pickens County,Alabama,1.52,1.55,127,-0.03
AL-109,Pike County,Alabama,0.62,0.59,99,0.03
AL-111,Randolph County,Alabama,0.6,0.62,101,-0.02
AL-113,Russell County,Alabama,1.04,1.07,119,-0.02
AL-115,St. Clair County,Alabama,1.37,1.33,126,0.03
AL-117,Shelby County,Alabama,1.39,1.42,127,-0.03
AL-119,Sumter County,Alabama,0.87,0.92,116,-0.05
AL-121,Talladega County,Alabama,0.84,0.84,111,0.01
AL-123,Tallapoosa County,Alabama,0.69,0.75,114,-0.06
AL-125,Tuscaloosa County,Alabama,1.19,1.2,124,-0.01
AL-127,Walker County,Alabama,1.28,1.26,126,0.02
AL-129,Washington County,Alabama,1,0.96,116,0.04
AL-131,Wilcox County,Alabama,0.51,0.54,108,-0.03
AL-133,Winston County,Alabama,1.5,1.47,129,0.03
AZ-001,Apache County,Arizona,-1.2,-1.19,18,-0.01
AZ-003,Cochise County,Arizona,-0.8,-0.89,23,0.09
AZ-005,Coconino County,Arizona,-1.27,-1.36,13,0.1
AZ-007,Gila County,Arizona,-0.75,-0.84,29,0.09
AZ-009,Graham County,Arizona,-0.71,-0.73,31,0.03
AZ-011,Greenlee County,Arizona,-1.14,-1.11,16,-0.03
AZ-012,La Paz County,Arizona,-0.72,-0.82,25,0.11
AZ-013,Maricopa County,Arizona,-0.35,-0.44,53,0.09
AZ-015,Mohave County,Arizona,-1.18,-1.23,11,0.05
AZ-017,Navajo County,Arizona,-1.08,-1.16,20,0.08
AZ-019,Pima County,Arizona,-0.32,-0.39,59,0.07
AZ-021,Pinal County,Arizona,-0.47,-0.58,45,0.11
AZ-023,Santa Cruz County,Arizona,-0.43,-0.54,47,0.11
AZ-025,Yavapai County,Arizona,-1.15,-1.25,12,0.1
AZ-027,Yuma County,Arizona,-0.46,-0.54,44,0.07
AR-001,Arkansas County,Arkansas,-0.13,-0.12,61,-0.02
AR-003,Ashley County,Arkansas,-0.49,-0.49,34,-0
AR-005,Baxter County,Arkansas,0.08,0.02,63,0.05
AR-007,Benton County,Arkansas,0.27,0.24,86,0.02
AR-009,Boone County,Arkansas,0.02,-0.02,63,0.04
AR-011,Bradley County,Arkansas,0.18,0.19,84,-0.02
AR-013,Calhoun County,Arkansas,0.52,0.53,100,-0.02
AR-015,Carroll County,Arkansas,-0.02,-0.05,68,0.03
AR-017,Chicot County,Arkansas,0.04,0.01,68,0.02
AR-019,Clark County,Arkansas,-0.49,-0.43,34,-0.06
AR-021,Clay County,Arkansas,0.71,0.7,108,0.01
AR-023,Cleburne County,Arkansas,0.02,0.04,69,-0.03
AR-025,Cleveland County,Arkansas,0.39,0.4,96,-0.01
AR-027,Columbia County,Arkansas,-0.26,-0.24,50,-0.02
AR-029,Conway County,Arkansas,-0.2,-0.19,50,-0.01
AR-031,Craighead County,Arkansas,-0.07,-0.08,54,0.01
AR-033,Crawford County,Arkansas,0.07,0.07,72,0
AR-035,Crittenden County,Arkansas,0.33,0.3,86,0.02
AR-037,Cross County,Arkansas,0.15,0.13,76,0.02
AR-039,Dallas County,Arkansas,0.05,0.08,77,-0.03
AR-041,Desha County,Arkansas,0.42,0.44,96,-0.01
AR-043,Drew County,Arkansas,0.12,0.13,82,-0.01
AR-045,Faulkner County,Arkansas,-0.16,-0.12,57,-0.04
AR-047,Franklin County,Arkansas,0.36,0.34,85,0.02
AR-049,Fulton County,Arkansas,0.02,-0.01,59,0.03
AR-051,Garland County,Arkansas,-0.46,-0.42,36,-0.04
AR-053,Grant County,Arkansas,-0.02,0.01,72,-0.03
AR-055,Greene County,Arkansas,0.31,0.26,85,0.04
AR-057,Hempstead County,Arkansas,-0.14,-0.08,60,-0.07
AR-059,Hot Spring County,Arkansas,-0.57,-0.53,30,-0.03
AR-061,Howard County,Arkansas,-0.16,-0.11,61,-0.05
AR-063,Independence County,Arkansas,0.17,0.18,80,-0
AR-065,Izard County,Arkansas,0.15,0.13,75,0.03
AR-067,Jackson County,Arkansas,0.06,0.08,73,-0.02
AR-069,Jefferson County,Arkansas,0.01,0.02,77,-0.02
AR-071,Johnson County,Arkansas,0.28,0.28,84,-0
AR-073,Lafayette County,Arkansas,-0.21,-0.2,54,-0.01
AR-075,Lawrence County,Arkansas,0.16,0.11,76,0.05
AR-077,Lee County,Arkansas,0.58,0.55,106,0.03
AR-079,Lincoln County,Arkansas,0.41,0.43,99,-0.02
AR-081,Little River County,Arkansas,-0.37,-0.35,44,-0.02
AR-083,Logan County,Arkansas,0.03,0.01,67,0.02
AR-085,Lonoke County,Arkansas,0.1,0.11,83,-0.01
AR-087,Madison County,Arkansas,0.07,0.06,74,0
AR-089,Marion County,Arkansas,0.07,0,61,0.07
AR-091,Miller County,Arkansas,-0.23,-0.24,52,0.01
AR-093,Mississippi County,Arkansas,-0.04,-0.05,61,0.01
AR-095,Monroe County,Arkansas,0.01,-0.02,70,0.03
AR-097,Montgomery County,Arkansas,-0.39,-0.36,39,-0.03
AR-099,Nevada County,Arkansas,-0.18,-0.11,59,-0.07
AR-101,Newton County,Arkansas,0.1,0.1,76,0
AR-103,Ouachita County,Arkansas,0.26,0.31,95,-0.05
AR-105,Perry County,Arkansas,-0.25,-0.26,49,0.02
AR-107,Phillips County,Arkansas,0.17,0.18,85,-0.01
AR-109,Pike County,Arkansas,-0.09,-0.02,66,-0.07
AR-111,Poinsett County,Arkansas,-0.05,-0.07,60,0.03
AR-113,Polk County,Arkansas,-0.12,-0.11,57,-0.02
AR-115,Pope County,Arkansas,-0.04,-0.02,70,-0.02
AR-117,Prairie County,Arkansas,-0.05,-0.05,74,0
AR-119,Pulaski County,Arkansas,-0.08,-0.05,65,-0.03
AR-121,Randolph County,Arkansas,0.17,0.12,71,0.05
AR-123,St. Francis County,Arkansas,0.36,0.32,90,0.03
AR-125,Saline County,Arkansas,-0.24,-0.22,51,-0.03
AR-127,Scott County,Arkansas,-0.03,-0.07,59,0.04
AR-129,Searcy County,Arkansas,0.29,0.25,88,0.04
AR-131,Sebastian County,Arkansas,0.51,0.46,90,0.05
AR-133,Sevier County,Arkansas,-0.28,-0.25,48,-0.03
AR-135,Sharp County,Arkansas,0.36,0.32,87,0.04
AR-137,Stone County,Arkansas,0.27,0.27,85,0
AR-139,Union County,Arkansas,0.04,0.05,71,-0.01
AR-141,Van Buren County,Arkansas,0.02,0.02,71,0
AR-143,Washington County,Arkansas,-0.08,-0.08,62,0
AR-145,White County,Arkansas,-0.1,-0.05,63,-0.05
AR-147,Woodruff County,Arkansas,-0.2,-0.2,51,0.01
AR-149,Yell County,Arkansas,-0.43,-0.44,38,0
CA-001,Alameda County,California,-1.3,-1.4,10,0.1
CA-003,Alpine County,California,-0.75,-0.71,22,-0.04
CA-005,Amador County,California,-1.24,-1.28,5,0.05
CA-007,Butte County,California,-1.53,-1.59,2,0.06
CA-009,Calaveras County,California,-1.23,-1.29,4,0.06
CA-011,Colusa County,California,-1.43,-1.49,6,0.06
CA-013,Contra Costa County,California,-1.44,-1.52,7,0.08
CA-015,Del Norte County,California,-0.93,-0.93,9,0
CA-017,El Dorado County,California,-1.31,-1.35,3,0.05
CA-019,Fresno County,California,-1.75,-1.8,3,0.05
CA-021,Glenn County,California,-1.53,-1.59,5,0.06
CA-023,Humboldt County,California,-1.34,-1.34,2,-0
CA-025,Imperial County,California,-1.08,-1.25,4,0.17
CA-027,Inyo County,California,-1.25,-1.28,8,0.03
CA-029,Kern County,California,-1.59,-1.61,5,0.02
CA-031,Kings County,California,-1.16,-1.25,14,0.09
CA-033,Lake County,California,-1.41,-1.44,2,0.03
CA-035,Lassen County,California,-1.07,-1.16,11,0.09
CA-037,Los Angeles County,California,-1.77,-1.85,4,0.08
CA-039,Madera County,California,-1.5,-1.54,3,0.04
CA-041,Marin County,California,-1.22,-1.3,6,0.08
CA-043,Mariposa County,California,-1.34,-1.36,5,0.03
CA-045,Mendocino County,California,-1.35,-1.35,3,0
CA-047,Merced County,California,-1.31,-1.35,7,0.04
CA-049,Modoc County,California,-1.48,-1.6,3,0.12
CA-051,Mono County,California,-0.95,-0.92,20,-0.02
CA-053,Monterey County,California,-0.97,-1.05,12,0.08
CA-055,Napa County,California,-1.11,-1.18,8,0.08
CA-057,Nevada County,California,-1.15,-1.17,3,0.02
CA-059,Orange County,California,-1.55,-1.63,5,0.08
CA-061,Placer County,California,-1.18,-1.21,3,0.03
CA-063,Plumas County,California,-1.11,-1.15,6,0.04
CA-065,Riverside County,California,-1.32,-1.45,3,0.13
CA-067,Sacramento County,California,-1.27,-1.29,7,0.02
CA-069,San Benito County,California,-1.41,-1.48,7,0.07
CA-071,San Bernardino County,California,-1.3,-1.4,3,0.1
CA-073,San Diego County,California,-1.42,-1.57,8,0.16
CA-075,San Francisco County,California,-0.9,-1.03,12,0.12
CA-077,San Joaquin County,California,-1.18,-1.21,13,0.04
CA-079,San Luis Obispo County,California,-1.33,-1.41,11,0.08
CA-081,San Mateo County,California,-1.16,-1.26,7,0.1
CA-083,Santa Barbara County,California,-1.44,-1.58,11,0.15
CA-085,Santa Clara County,California,-0.96,-1.07,12,0.11
CA-087,Santa Cruz County,California,-0.86,-0.93,12,0.07
CA-089,Shasta County,California,-1.54,-1.58,2,0.04
CA-091,Sierra County,California,-1.09,-1.1,5,0.01
CA-093,Siskiyou County,California,-1.68,-1.69,1,0.02
CA-095,Solano County,California,-1.26,-1.32,7,0.07
CA-097,Sonoma County,California,-1.11,-1.2,6,0.09
CA-099,Stanislaus County,California,-1.12,-1.16,13,0.04
CA-101,Sutter County,California,-1.58,-1.64,6,0.06
CA-103,Tehama County,California,-1.38,-1.44,3,0.06
CA-105,Trinity County,California,-1.72,-1.7,1,-0.02
CA-107,Tulare County,California,-1.66,-1.69,4,0.03
CA-109,Tuolumne County,California,-1.13,-1.17,4,0.04
CA-111,Ventura County,California,-1.89,-2.02,3,0.13
CA-113,Yolo County,California,-1.23,-1.28,7,0.05
CA-115,Yuba County,California,-1.3,-1.37,3,0.07
CO-001,Adams County,Colorado,-0.03,-0.14,67,0.11
CO-003,Alamosa County,Colorado,-1.05,-1.13,16,0.08
CO-005,Arapahoe County,Colorado,-0.03,-0.13,65,0.1
CO-007,Archuleta County,Colorado,-0.91,-1.02,24,0.1
CO-009,Baca County,Colorado,-0.3,-0.49,39,0.18
CO-011,Bent County,Colorado,-0.11,-0.33,53,0.22
CO-013,Boulder County,Colorado,-0.33,-0.44,47,0.11
CO-014,Broomfield County,Colorado,0.16,0.1,75,0.07
CO-015,Chaffee County,Colorado,-0.18,-0.3,54,0.11
CO-017,Cheyenne County,Colorado,-0.27,-0.56,42,0.29
CO-019,Clear Creek County,Colorado,-0.45,-0.55,35,0.1
CO-021,Conejos County,Colorado,-0.76,-0.89,24,0.13
CO-023,Costilla County,Colorado,-1.11,-1.26,14,0.15
CO-025,Crowley County,Colorado,0.03,-0.1,77,0.13
CO-027,Custer County,Colorado,-0.68,-0.7,28,0.02
CO-029,Delta County,Colorado,-1.11,-1.3,17,0.19
CO-031,Denver County,Colorado,-0.2,-0.23,63,0.03
CO-033,Dolores County,Colorado,-1.08,-1.16,18,0.08
CO-035,Douglas County,Colorado,-0.32,-0.4,45,0.08
CO-037,Eagle County,Colorado,-0.61,-0.63,29,0.02
CO-039,Elbert County,Colorado,-0.25,-0.39,51,0.14
CO-041,El Paso County,Colorado,-0.14,-0.3,60,0.16
CO-043,Fremont County,Colorado,-0.47,-0.51,42,0.04
CO-045,Garfield County,Colorado,-0.86,-0.99,20,0.13
CO-047,Gilpin County,Colorado,-0.62,-0.73,27,0.11
CO-049,Grand County,Colorado,-0.76,-0.82,21,0.06
CO-051,Gunnison County,Colorado,-0.67,-0.78,26,0.11
CO-053,Hinsdale County,Colorado,-0.96,-1.02,15,0.07
CO-055,Huerfano County,Colorado,-0.48,-0.67,35,0.19
CO-057,Jackson County,Colorado,-0.51,-0.59,37,0.08
CO-059,Jefferson County,Colorado,-0.21,-0.27,58,0.06
CO-061,Kiowa County,Colorado,0.33,0.06,76,0.27
CO-063,Kit Carson County,Colorado,-0.27,-0.56,41,0.29
CO-065,Lake County,Colorado,0.03,-0.02,62,0.05
CO-067,La Plata County,Colorado,-1.16,-1.24,14,0.08
CO-069,Larimer County,Colorado,-0.55,-0.66,32,0.11
CO-071,Las Animas County,Colorado,-0.35,-0.51,53,0.17
CO-073,Lincoln County,Colorado,-0.28,-0.47,48,0.19
CO-075,Logan County,Colorado,-0.59,-0.79,30,0.2
CO-077,Mesa County,Colorado,-1.25,-1.47,9,0.22
CO-079,Mineral County,Colorado,-0.78,-0.83,21,0.05
CO-081,Moffat County,Colorado,-1.47,-1.56,9,0.08
CO-083,Montezuma County,Colorado,-1.27,-1.35,13,0.08
CO-085,Montrose County,Colorado,-1.44,-1.62,11,0.18
CO-087,Morgan County,Colorado,-0.47,-0.67,39,0.2
CO-089,Otero County,Colorado,-0.24,-0.35,53,0.11
CO-091,Ouray County,Colorado,-1.44,-1.58,9,0.14
CO-093,Park County,Colorado,-0.16,-0.21,53,0.05
CO-095,Phillips County,Colorado,-0.27,-0.45,46,0.19
CO-097,Pitkin County,Colorado,-0.12,-0.18,57,0.06
CO-099,Prowers County,Colorado,0.3,0.07,78,0.24
CO-101,Pueblo County,Colorado,0.1,0.01,71,0.09
CO-103,Rio Blanco County,Colorado,-1.07,-1.24,16,0.17
CO-105,Rio Grande County,Colorado,-1.32,-1.42,11,0.11
CO-107,Routt County,Colorado,-0.91,-0.98,18,0.07
CO-109,Saguache County,Colorado,-0.87,-0.97,21,0.11
CO-111,San Juan County,Colorado,-0.54,-0.61,33,0.08
CO-113,San Miguel County,Colorado,-1.63,-1.73,7,0.11
CO-115,Sedgwick County,Colorado,-0.43,-0.61,39,0.18
CO-117,Summit County,Colorado,-0.36,-0.39,44,0.04
CO-119,Teller County,Colorado,-0.25,-0.35,54,0.1
CO-121,Washington County,Colorado,-0.25,-0.47,48,0.22
CO-123,Weld County,Colorado,-0.15,-0.34,54,0.19
CO-125,Yuma County,Colorado,-0.31,-0.5,51,0.19
CT-001,Fairfield County,Connecticut,-0.12,-0.15,54,0.03
CT-003,Hartford County,Connecticut,0.46,0.45,101,0.01
CT-005,Litchfield County,Connecticut,0.41,0.34,93,0.07
CT-007,Middlesex County,Connecticut,0.14,0.14,80,0
CT-009,New Haven County,Connecticut,0.18,0.17,82,0.02
CT-011,New London County,Connecticut,-0.26,-0.25,47,-0
CT-013,Tolland County,Connecticut,0.59,0.62,110,-0.03
CT-015,Windham County,Connecticut,0.63,0.67,110,-0.04
DE-001,Kent County,Delaware,-0.41,-0.4,41,-0.01
DE-003,New Castle County,Delaware,-0.53,-0.54,27,0.01
DE-005,Sussex County,Delaware,-0.47,-0.45,37,-0.02
FL-001,Alachua County,Florida,0.83,0.84,122,-0.01
FL-003,Baker County,Florida,0.06,0.13,80,-0.07
FL-005,Bay County,Florida,0.39,0.38,93,0.02
FL-007,Bradford County,Florida,0.51,0.56,110,-0.04
FL-009,Brevard County,Florida,-0.49,-0.62,30,0.13
FL-011,Broward County,Florida,-0.3,-0.42,33,0.12
FL-013,Calhoun County,Florida,0.26,0.28,96,-0.02
FL-015,Charlotte County,Florida,-0.29,-0.32,44,0.03
FL-017,Citrus County,Florida,0.68,0.71,116,-0.02
FL-019,Clay County,Florida,0.34,0.36,92,-0.02
FL-021,Collier County,Florida,-0.03,-0.13,55,0.1
FL-023,Columbia County,Florida,0.47,0.52,106,-0.06
FL-027,DeSoto County,Florida,-0.42,-0.46,34,0.03
FL-029,Dixie County,Florida,0.65,0.64,109,0.02
FL-031,Duval County,Florida,0.51,0.5,103,0.02
FL-033,Escambia County,Florida,0.79,0.79,116,-0
FL-035,Flagler County,Florida,-0.48,-0.49,35,0.01
FL-037,Franklin County,Florida,0.25,0.27,93,-0.02
FL-039,Gadsden County,Florida,0.27,0.25,89,0.01
FL-041,Gilchrist County,Florida,0.61,0.61,108,0.01
FL-043,Glades County,Florida,-0.46,-0.52,31,0.07
FL-045,Gulf County,Florida,0.21,0.22,89,-0.01
FL-047,Hamilton County,Florida,0.5,0.52,102,-0.02
FL-049,Hardee County,Florida,-0.71,-0.78,21,0.07
FL-051,Hendry County,Florida,-0.59,-0.66,30,0.07
FL-053,Hernando County,Florida,-0.04,-0.03,71,-0.01
FL-055,Highlands County,Florida,-0.72,-0.81,24,0.09
FL-057,Hillsborough County,Florida,-0.43,-0.48,33,0.05
FL-059,Holmes County,Florida,0.81,0.74,109,0.07
FL-061,Indian River County,Florida,-0.75,-0.85,18,0.1
FL-063,Jackson County,Florida,0.97,0.94,121,0.03
FL-065,Jefferson County,Florida,0.24,0.19,81,0.05
FL-067,Lafayette County,Florida,0.61,0.6,110,0
FL-069,Lake County,Florida,-0.33,-0.4,38,0.07
FL-071,Lee County,Florida,-0.23,-0.27,47,0.04
FL-073,Leon County,Florida,-0.27,-0.27,48,0
FL-075,Levy County,Florida,0.19,0.18,85,0.01
FL-077,Liberty County,Florida,0.04,0.07,80,-0.03
FL-079,Madison County,Florida,0.51,0.47,100,0.05
FL-081,Manatee County,Florida,-0.53,-0.6,31,0.07
FL-083,Marion County,Florida,0.44,0.44,101,0
FL-085,Martin County,Florida,-0.71,-0.85,18,0.14
FL-086,Miami-Dade County,Florida,-0.41,-0.51,29,0.1
FL-087,Monroe County,Florida,-0.86,-0.94,19,0.09
FL-089,Nassau County,Florida,0.35,0.37,94,-0.02
FL-091,Okaloosa County,Florida,0.86,0.81,116,0.05
FL-093,Okeechobee County,Florida,-0.66,-0.77,24,0.11
FL-095,Orange County,Florida,-0.64,-0.74,20,0.11
FL-097,Osceola County,Florida,-1.13,-1.25,10,0.12
FL-099,Palm Beach County,Florida,-0.82,-0.87,13,0.05
FL-101,Pasco County,Florida,-0.27,-0.28,49,0.01
FL-103,Pinellas County,Florida,-0.46,-0.47,35,0.01
FL-105,Polk County,Florida,-1.13,-1.23,6,0.1
FL-107,Putnam County,Florida,0.07,0.08,72,-0.01
FL-109,St. Johns County,Florida,0.06,0.07,71,-0.01
FL-111,St. Lucie County,Florida,-0.5,-0.62,30,0.12
FL-113,Santa Rosa County,Florida,0.84,0.84,122,0
FL-115,Sarasota County,Florida,-0.5,-0.56,27,0.06
FL-117,Seminole County,Florida,-0.07,-0.17,57,0.11
FL-119,Sumter County,Florida,0.16,0.16,82,0
FL-121,Suwannee County,Florida,0.47,0.49,102,-0.02
FL-123,Taylor County,Florida,0.43,0.41,97,0.02
FL-125,Union County,Florida,0.49,0.53,107,-0.05
FL-127,Volusia County,Florida,-0.11,-0.17,55,0.06
FL-129,Wakulla County,Florida,-0.44,-0.42,41,-0.02
FL-131,Walton County,Florida,0.81,0.75,109,0.06
FL-133,Washington County,Florida,0.66,0.6,106,0.06
GA-001,Appling County,Georgia,1.02,0.99,121,0.02
GA-003,Atkinson County,Georgia,0.9,0.84,114,0.06
GA-005,Bacon County,Georgia,0.61,0.56,105,0.05
GA-007,Baker County,Georgia,0.46,0.42,92,0.04
GA-009,Baldwin County,Georgia,0.67,0.56,104,0.11
GA-011,Banks County,Georgia,0.56,0.57,102,-0.01
GA-013,Barrow County,Georgia,0.46,0.44,96,0.02
GA-015,Bartow County,Georgia,0.8,0.85,112,-0.04
GA-017,Ben Hill County,Georgia,0.8,0.76,109,0.04
GA-019,Berrien County,Georgia,1.42,1.38,124,0.04
GA-021,Bibb County,Georgia,0.51,0.46,98,0.06
GA-023,Bleckley County,Georgia,1.01,0.94,114,0.07
GA-025,Brantley County,Georgia,0.73,0.75,112,-0.02
GA-027,Brooks County,Georgia,1.17,1.11,122,0.06
GA-029,Bryan County,Georgia,0.66,0.64,109,0.03
GA-031,Bulloch County,Georgia,0.93,0.85,111,0.07
GA-033,Burke County,Georgia,0.21,0.13,86,0.08
GA-035,Butts County,Georgia,0.33,0.28,87,0.05
GA-037,Calhoun County,Georgia,0.52,0.49,97,0.03
GA-039,Camden County,Georgia,0.26,0.3,92,-0.03
GA-043,Candler County,Georgia,1.23,1.12,120,0.11
GA-045,Carroll County,Georgia,1.05,1.06,119,-0.01
GA-047,Catoosa County,Georgia,0.7,0.79,114,-0.09
GA-049,Charlton County,Georgia,0.35,0.39,95,-0.04
GA-051,Chatham County,Georgia,0.22,0.2,87,0.03
GA-053,Chattahoochee County,Georgia,1.01,1.03,116,-0.03
GA-055,Chattooga County,Georgia,1.36,1.37,128,-0.01
GA-057,Cherokee County,Georgia,0.65,0.67,104,-0.03
GA-059,Clarke County,Georgia,0.04,0.01,70,0.03
GA-061,Clay County,Georgia,0.7,0.69,104,0.01
GA-063,Clayton County,Georgia,0.4,0.39,93,0
GA-065,Clinch County,Georgia,0.67,0.67,109,-0
GA-067,Cobb County,Georgia,0.5,0.5,97,0
GA-069,Coffee County,Georgia,0.78,0.71,111,0.07
GA-071,Colquitt County,Georgia,1.19,1.14,124,0.05
GA-073,Columbia County,Georgia,0.17,0.1,84,0.07
GA-075,Cook County,Georgia,1.45,1.41,125,0.05
GA-077,Coweta County,Georgia,0.56,0.56,101,0.01
GA-079,Crawford County,Georgia,0.46,0.39,90,0.07
GA-081,Crisp County,Georgia,0.17,0.08,73,0.09
GA-083,Dade County,Georgia,1.23,1.29,127,-0.06
GA-085,Dawson County,Georgia,0.44,0.47,98,-0.02
GA-087,Decatur County,Georgia,0.7,0.67,110,0.03
GA-089,DeKalb County,Georgia,0.42,0.41,90,0.01
GA-091,Dodge County,Georgia,1.1,1.02,116,0.07
GA-093,Dooly County,Georgia,0.49,0.41,94,0.08
GA-095,Dougherty County,Georgia,0.59,0.51,98,0.09
GA-097,Douglas County,Georgia,0.69,0.68,102,0.01
GA-099,Early County,Georgia,0.89,0.87,113,0.02
GA-101,Echols County,Georgia,0.57,0.57,104,-0
GA-103,Effingham County,Georgia,0.48,0.43,100,0.05
GA-105,Elbert County,Georgia,0.36,0.3,86,0.06
GA-107,Emanuel County,Georgia,1.1,0.99,118,0.11
GA-109,Evans County,Georgia,1.12,1.06,118,0.06
GA-111,Fannin County,Georgia,0.96,0.98,118,-0.02
GA-113,Fayette County,Georgia,0.29,0.29,86,0
GA-115,Floyd County,Georgia,1.11,1.14,122,-0.02
GA-117,Forsyth County,Georgia,0.35,0.38,92,-0.03
GA-119,Franklin County,Georgia,0.16,0.14,80,0.02
GA-121,Fulton County,Georgia,0.46,0.46,96,-0
GA-123,Gilmer County,Georgia,0.89,0.92,119,-0.04
GA-125,Glascock County,Georgia,0.59,0.49,99,0.1
GA-127,Glynn County,Georgia,0.23,0.27,94,-0.04
GA-129,Gordon County,Georgia,1.12,1.15,123,-0.03
GA-131,Grady County,Georgia,0.71,0.68,111,0.03
GA-133,Greene County,Georgia,0.17,0.05,73,0.12
GA-135,Gwinnett County,Georgia,0.5,0.49,95,0.01
GA-137,Habersham County,Georgia,0.26,0.29,90,-0.03
GA-139,Hall County,Georgia,0.6,0.63,101,-0.03
GA-141,Hancock County,Georgia,0.63,0.5,100,0.13
GA-143,Haralson County,Georgia,1,1.03,117,-0.03
GA-145,Harris County,Georgia,0.68,0.73,107,-0.05
GA-147,Hart County,Georgia,0.02,-0.01,75,0.03
GA-149,Heard County,Georgia,0.77,0.78,110,-0.02
GA-151,Henry County,Georgia,0.37,0.33,90,0.03
GA-153,Houston County,Georgia,0.69,0.62,105,0.07
GA-155,Irwin County,Georgia,1.03,0.99,118,0.04
GA-157,Jackson County,Georgia,0.53,0.52,97,0.01
GA-159,Jasper County,Georgia,0.45,0.35,89,0.1
GA-161,Jeff Davis County,Georgia,1.11,1.06,122,0.05
GA-163,Jefferson County,Georgia,0.58,0.47,98,0.1
GA-165,Jenkins County,Georgia,0.44,0.37,93,0.08
GA-167,Johnson County,Georgia,1.03,0.9,114,0.12
GA-169,Jones County,Georgia,0.52,0.45,96,0.07
GA-171,Lamar County,Georgia,0.25,0.23,80,0.03
GA-173,Lanier County,Georgia,1.1,1.05,120,0.05
GA-175,Laurens County,Georgia,1.4,1.3,122,0.1
GA-177,Lee County,Georgia,0.51,0.44,95,0.07
GA-179,Liberty County,Georgia,0.75,0.73,113,0.02
GA-181,Lincoln County,Georgia,0.09,-0.01,77,0.1
