# Title: February 2012 - January 2013 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-085,Lowndes County,Alabama,0.01,-0.01,70,0.02
AL-087,Macon County,Alabama,-0.62,-0.61,24,-0.01
AL-089,Madison County,Alabama,-0.24,-0.2,52,-0.03
AL-091,Marengo County,Alabama,-0.24,-0.22,54,-0.01
AL-093,Marion County,Alabama,0.15,0.16,76,-0.01
AL-095,Marshall County,Alabama,-0.17,-0.18,57,0.01
AL-097,Mobile County,Alabama,0.49,0.47,104,0.02
AL-099,Monroe County,Alabama,0.14,0.21,86,-0.07
AL-101,Montgomery County,Alabama,-0.73,-0.71,21,-0.03
AL-103,Morgan County,Alabama,-0.37,-0.36,43,-0.01
AL-105,Perry County,Alabama,0.14,0.2,87,-0.06
AL-107,Pickens County,Alabama,-0.04,-0.01,74,-0.03
AL-109,Pike County,Alabama,-0.47,-0.49,36,0.03
AL-111,Randolph County,Alabama,-1.18,-1.16,11,-0.02
AL-113,Russell County,Alabama,-0.94,-0.92,16,-0.02
AL-115,St. Clair County,Alabama,-0.58,-0.61,28,0.03
AL-117,Shelby County,Alabama,-0.27,-0.24,53,-0.03
AL-119,Sumter County,Alabama,-0.07,-0.02,74,-0.05
AL-121,Talladega County,Alabama,-0.38,-0.39,46,0.01
AL-123,Tallapoosa County,Alabama,-0.89,-0.84,17,-0.06
AL-125,Tuscaloosa County,Alabama,-0.35,-0.34,50,-0.01
AL-127,Walker County,Alabama,-0.46,-0.48,38,0.02
AL-129,Washington County,Alabama,1.02,0.99,118,0.04
AL-131,Wilcox County,Alabama,-0.14,-0.11,67,-0.03
AL-133,Winston County,Alabama,-0.01,-0.03,59,0.03
AZ-001,Apache County,Arizona,-1.75,-1.75,3,-0.01
AZ-003,Cochise County,Arizona,-1.18,-1.26,10,0.09
AZ-005,Coconino County,Arizona,-1.12,-1.21,19,0.1
AZ-007,Gila County,Arizona,-1.17,-1.25,15,0.09
AZ-009,Graham County,Arizona,-0.99,-1.02,18,0.03
AZ-011,Greenlee County,Arizona,-1.18,-1.15,14,-0.03
AZ-012,La Paz County,Arizona,-0.16,-0.27,66,0.11
AZ-013,Maricopa County,Arizona,-0.89,-0.98,15,0.09
AZ-015,Mohave County,Arizona,-0.74,-0.79,30,0.05
AZ-017,Navajo County,Arizona,-1.4,-1.49,9,0.08
AZ-019,Pima County,Arizona,-0.8,-0.88,22,0.07
AZ-021,Pinal County,Arizona,-0.85,-0.96,19,0.11
AZ-023,Santa Cruz County,Arizona,-0.68,-0.79,26,0.11
AZ-025,Yavapai County,Arizona,-0.88,-0.97,20,0.1
AZ-027,Yuma County,Arizona,-0.24,-0.31,66,0.07
AR-001,Arkansas County,Arkansas,-0.66,-0.64,24,-0.02
AR-003,Ashley County,Arkansas,-0.28,-0.27,52,-0
AR-005,Baxter County,Arkansas,-0.89,-0.95,10,0.05
AR-007,Benton County,Arkansas,-1.55,-1.57,3,0.02
AR-009,Boone County,Arkansas,-1.37,-1.41,6,0.04
AR-011,Bradley County,Arkansas,-0.47,-0.45,38,-0.02
AR-013,Calhoun County,Arkansas,-0.48,-0.46,33,-0.02
AR-015,Carroll County,Arkansas,-1.73,-1.76,2,0.03
AR-017,Chicot County,Arkansas,-0.08,-0.1,64,0.02
AR-019,Clark County,Arkansas,-1.36,-1.3,5,-0.06
AR-021,Clay County,Arkansas,-1.38,-1.39,6,0.01
AR-023,Cleburne County,Arkansas,-1.09,-1.06,7,-0.03
AR-025,Cleveland County,Arkansas,-0.04,-0.03,71,-0.01
AR-027,Columbia County,Arkansas,-0.39,-0.38,39,-0.02
AR-029,Conway County,Arkansas,-0.98,-0.98,11,-0.01
AR-031,Craighead County,Arkansas,-1.33,-1.34,6,0.01
AR-033,Crawford County,Arkansas,-1.29,-1.3,3,0
AR-035,Crittenden County,Arkansas,-0.77,-0.79,14,0.02
AR-037,Cross County,Arkansas,-1.01,-1.03,6,0.02
AR-039,Dallas County,Arkansas,-0.57,-0.54,22,-0.03
AR-041,Desha County,Arkansas,-0.37,-0.35,45,-0.01
AR-043,Drew County,Arkansas,-0.42,-0.41,42,-0.01
AR-045,Faulkner County,Arkansas,-1.08,-1.04,8,-0.04
AR-047,Franklin County,Arkansas,-1.16,-1.17,5,0.02
AR-049,Fulton County,Arkansas,-1.11,-1.14,6,0.03
AR-051,Garland County,Arkansas,-1.08,-1.04,9,-0.04
AR-053,Grant County,Arkansas,-0.67,-0.64,17,-0.03
AR-055,Greene County,Arkansas,-1.55,-1.59,2,0.04
AR-057,Hempstead County,Arkansas,-1.12,-1.06,12,-0.07
AR-059,Hot Spring County,Arkansas,-0.98,-0.95,11,-0.03
AR-061,Howard County,Arkansas,-1.35,-1.29,6,-0.05
AR-063,Independence County,Arkansas,-1.06,-1.06,10,-0
AR-065,Izard County,Arkansas,-0.87,-0.9,11,0.03
AR-067,Jackson County,Arkansas,-1.11,-1.09,8,-0.02
AR-069,Jefferson County,Arkansas,-0.27,-0.26,48,-0.02
AR-071,Johnson County,Arkansas,-1.44,-1.44,3,-0
AR-073,Lafayette County,Arkansas,-1.01,-0.99,12,-0.01
AR-075,Lawrence County,Arkansas,-1.32,-1.37,5,0.05
AR-077,Lee County,Arkansas,-1.08,-1.11,10,0.03
AR-079,Lincoln County,Arkansas,-0.31,-0.29,50,-0.02
AR-081,Little River County,Arkansas,-1.2,-1.18,10,-0.02
AR-083,Logan County,Arkansas,-1.32,-1.34,3,0.02
AR-085,Lonoke County,Arkansas,-0.65,-0.64,18,-0.01
AR-087,Madison County,Arkansas,-1.65,-1.65,2,0
AR-089,Marion County,Arkansas,-0.97,-1.04,9,0.07
AR-091,Miller County,Arkansas,-1.33,-1.33,8,0
AR-093,Mississippi County,Arkansas,-1.06,-1.07,10,0.01
AR-095,Monroe County,Arkansas,-0.74,-0.77,17,0.03
AR-097,Montgomery County,Arkansas,-0.98,-0.95,11,-0.03
AR-099,Nevada County,Arkansas,-0.88,-0.81,18,-0.07
AR-101,Newton County,Arkansas,-1.49,-1.49,3,0
AR-103,Ouachita County,Arkansas,-0.44,-0.38,36,-0.05
AR-105,Perry County,Arkansas,-1.01,-1.03,11,0.02
AR-107,Phillips County,Arkansas,-0.91,-0.9,14,-0.01
AR-109,Pike County,Arkansas,-1.31,-1.24,8,-0.07
AR-111,Poinsett County,Arkansas,-1.14,-1.17,9,0.03
AR-113,Polk County,Arkansas,-1.08,-1.06,9,-0.02
AR-115,Pope County,Arkansas,-1.25,-1.23,6,-0.02
AR-117,Prairie County,Arkansas,-0.72,-0.72,17,0
AR-119,Pulaski County,Arkansas,-0.81,-0.78,16,-0.03
AR-121,Randolph County,Arkansas,-1.29,-1.34,6,0.05
AR-123,St. Francis County,Arkansas,-0.95,-0.98,13,0.03
AR-125,Saline County,Arkansas,-0.8,-0.77,15,-0.03
AR-127,Scott County,Arkansas,-0.95,-0.99,11,0.04
AR-129,Searcy County,Arkansas,-1.09,-1.12,7,0.04
AR-131,Sebastian County,Arkansas,-1.25,-1.31,7,0.05
AR-133,Sevier County,Arkansas,-1.31,-1.28,7,-0.03
AR-135,Sharp County,Arkansas,-0.93,-0.97,11,0.04
AR-137,Stone County,Arkansas,-0.94,-0.94,9,0
AR-139,Union County,Arkansas,-0.6,-0.59,24,-0.01
AR-141,Van Buren County,Arkansas,-0.87,-0.87,11,0
AR-143,Washington County,Arkansas,-1.51,-1.51,2,0
AR-145,White County,Arkansas,-1.05,-1,10,-0.05
AR-147,Woodruff County,Arkansas,-0.9,-0.91,11,0.01
AR-149,Yell County,Arkansas,-1.15,-1.15,6,0
CA-001,Alameda County,California,-0.4,-0.5,34,0.1
CA-003,Alpine County,California,-0.74,-0.7,24,-0.04
CA-005,Amador County,California,-0.08,-0.13,60,0.05
CA-007,Butte County,California,-0.15,-0.21,59,0.06
CA-009,Calaveras County,California,-0.14,-0.2,57,0.06
CA-011,Colusa County,California,0.45,0.39,95,0.06
CA-013,Contra Costa County,California,0.23,0.15,79,0.08
CA-015,Del Norte County,California,0.45,0.45,106,0
CA-017,El Dorado County,California,-0.15,-0.19,57,0.05
CA-019,Fresno County,California,-1.2,-1.25,13,0.05
CA-021,Glenn County,California,-0.13,-0.19,54,0.06
CA-023,Humboldt County,California,-0.02,-0.02,68,-0
CA-025,Imperial County,California,-0.23,-0.4,65,0.17
CA-027,Inyo County,California,-1.27,-1.3,6,0.03
CA-029,Kern County,California,-1.58,-1.59,6,0.02
CA-031,Kings County,California,-1.29,-1.38,7,0.09
CA-033,Lake County,California,-0.18,-0.21,56,0.03
CA-035,Lassen County,California,-0.44,-0.53,43,0.09
CA-037,Los Angeles County,California,-1.56,-1.64,8,0.08
CA-039,Madera County,California,-0.86,-0.9,17,0.04
CA-041,Marin County,California,0.08,0.01,75,0.08
CA-043,Mariposa County,California,-0.63,-0.66,28,0.03
CA-045,Mendocino County,California,-0.31,-0.31,46,0
CA-047,Merced County,California,-1.29,-1.32,8,0.04
CA-049,Modoc County,California,-0.49,-0.61,40,0.12
CA-051,Mono County,California,-1.51,-1.49,6,-0.02
CA-053,Monterey County,California,-0.44,-0.52,33,0.08
CA-055,Napa County,California,0.11,0.03,77,0.08
CA-057,Nevada County,California,0.09,0.07,78,0.02
CA-059,Orange County,California,-1.38,-1.46,11,0.08
CA-061,Placer County,California,-0.1,-0.13,60,0.03
CA-063,Plumas County,California,-0.07,-0.11,67,0.04
CA-065,Riverside County,California,-0.77,-0.9,29,0.13
CA-067,Sacramento County,California,-0.03,-0.05,65,0.02
CA-069,San Benito County,California,-0.58,-0.65,28,0.07
CA-071,San Bernardino County,California,-0.75,-0.85,30,0.1
CA-073,San Diego County,California,-1.16,-1.32,12,0.16
CA-075,San Francisco County,California,0.45,0.33,87,0.12
CA-077,San Joaquin County,California,-0.66,-0.7,33,0.04
CA-079,San Luis Obispo County,California,-1.21,-1.29,14,0.08
CA-081,San Mateo County,California,0.15,0.05,78,0.1
CA-083,Santa Barbara County,California,-1.5,-1.64,9,0.15
CA-085,Santa Clara County,California,-0.04,-0.16,61,0.11
CA-087,Santa Cruz County,California,-0.1,-0.17,55,0.07
CA-089,Shasta County,California,-0.09,-0.13,62,0.04
CA-091,Sierra County,California,-0.14,-0.15,62,0.01
CA-093,Siskiyou County,California,-0.16,-0.17,67,0.02
CA-095,Solano County,California,0.31,0.24,87,0.07
CA-097,Sonoma County,California,-0.12,-0.21,57,0.09
CA-099,Stanislaus County,California,-0.82,-0.86,25,0.04
CA-101,Sutter County,California,-0.02,-0.08,67,0.06
CA-103,Tehama County,California,-0.19,-0.25,56,0.06
CA-105,Trinity County,California,-0.33,-0.31,52,-0.02
CA-107,Tulare County,California,-0.84,-0.87,19,0.03
CA-109,Tuolumne County,California,-0.57,-0.61,28,0.04
CA-111,Ventura County,California,-1.51,-1.64,8,0.13
CA-113,Yolo County,California,0.28,0.22,85,0.05
CA-115,Yuba County,California,0.15,0.08,77,0.07
CO-001,Adams County,Colorado,-1.54,-1.65,4,0.11
CO-003,Alamosa County,Colorado,-1.6,-1.69,3,0.08
CO-005,Arapahoe County,Colorado,-1.42,-1.53,4,0.1
CO-007,Archuleta County,Colorado,-1.28,-1.38,9,0.1
CO-009,Baca County,Colorado,-1.03,-1.21,11,0.18
CO-011,Bent County,Colorado,-1.85,-2.06,1,0.22
CO-013,Boulder County,Colorado,-1.57,-1.68,4,0.11
CO-014,Broomfield County,Colorado,-1.65,-1.71,3,0.07
CO-015,Chaffee County,Colorado,-1.81,-1.93,4,0.11
CO-017,Cheyenne County,Colorado,-1.82,-2.12,1,0.3
CO-019,Clear Creek County,Colorado,-1.27,-1.37,9,0.1
CO-021,Conejos County,Colorado,-1.5,-1.63,9,0.13
CO-023,Costilla County,Colorado,-1.99,-2.13,3,0.15
CO-025,Crowley County,Colorado,-2.1,-2.22,1,0.13
CO-027,Custer County,Colorado,-1.94,-1.96,3,0.02
CO-029,Delta County,Colorado,-1.7,-1.89,4,0.19
CO-031,Denver County,Colorado,-1.58,-1.61,4,0.03
CO-033,Dolores County,Colorado,-1.64,-1.72,6,0.08
CO-035,Douglas County,Colorado,-1.46,-1.54,5,0.08
CO-037,Eagle County,Colorado,-1.74,-1.76,1,0.02
CO-039,Elbert County,Colorado,-1.59,-1.73,4,0.14
CO-041,El Paso County,Colorado,-2.02,-2.18,1,0.16
CO-043,Fremont County,Colorado,-2.01,-2.05,1,0.04
CO-045,Garfield County,Colorado,-1.78,-1.9,3,0.13
CO-047,Gilpin County,Colorado,-1.33,-1.44,7,0.11
CO-049,Grand County,Colorado,-1.48,-1.54,6,0.06
CO-051,Gunnison County,Colorado,-1.68,-1.79,2,0.11
CO-053,Hinsdale County,Colorado,-1.4,-1.47,8,0.07
CO-055,Huerfano County,Colorado,-2.22,-2.42,2,0.19
CO-057,Jackson County,Colorado,-1.58,-1.66,3,0.08
CO-059,Jefferson County,Colorado,-1.63,-1.69,4,0.06
CO-061,Kiowa County,Colorado,-1.74,-2.01,1,0.27
CO-063,Kit Carson County,Colorado,-1.68,-1.98,3,0.29
CO-065,Lake County,Colorado,-1.46,-1.51,4,0.05
CO-067,La Plata County,Colorado,-1.66,-1.74,7,0.08
CO-069,Larimer County,Colorado,-1.9,-2.01,3,0.11
CO-071,Las Animas County,Colorado,-2.08,-2.25,1,0.17
CO-073,Lincoln County,Colorado,-1.86,-2.06,2,0.19
CO-075,Logan County,Colorado,-2.29,-2.49,1,0.2
CO-077,Mesa County,Colorado,-2.01,-2.23,2,0.22
CO-079,Mineral County,Colorado,-1.27,-1.32,9,0.05
CO-081,Moffat County,Colorado,-2.73,-2.81,1,0.08
CO-083,Montezuma County,Colorado,-1.69,-1.77,7,0.08
CO-085,Montrose County,Colorado,-1.89,-2.06,6,0.18
CO-087,Morgan County,Colorado,-2.06,-2.25,1,0.2
CO-089,Otero County,Colorado,-1.96,-2.07,1,0.11
CO-091,Ouray County,Colorado,-1.63,-1.77,4,0.14
CO-093,Park County,Colorado,-1.48,-1.53,6,0.05
CO-095,Phillips County,Colorado,-2.22,-2.41,1,0.19
CO-097,Pitkin County,Colorado,-1.59,-1.65,2,0.06
CO-099,Prowers County,Colorado,-1.56,-1.8,1,0.24
CO-101,Pueblo County,Colorado,-2.06,-2.16,2,0.09
CO-103,Rio Blanco County,Colorado,-2.3,-2.47,1,0.17
CO-105,Rio Grande County,Colorado,-1.7,-1.81,4,0.11
CO-107,Routt County,Colorado,-1.76,-1.83,2,0.07
CO-109,Saguache County,Colorado,-2.14,-2.24,3,0.11
CO-111,San Juan County,Colorado,-1.56,-1.64,4,0.08
CO-113,San Miguel County,Colorado,-1.73,-1.83,6,0.11
CO-115,Sedgwick County,Colorado,-2.3,-2.48,1,0.18
CO-117,Summit County,Colorado,-1.58,-1.61,3,0.04
CO-119,Teller County,Colorado,-2.16,-2.25,2,0.1
CO-121,Washington County,Colorado,-2.21,-2.44,1,0.22
CO-123,Weld County,Colorado,-1.99,-2.18,1,0.19
CO-125,Yuma County,Colorado,-2.12,-2.31,1,0.19
CT-001,Fairfield County,Connecticut,-0.99,-1.01,8,0.03
CT-003,Hartford County,Connecticut,-0.88,-0.88,8,0.01
CT-005,Litchfield County,Connecticut,-1.14,-1.2,5,0.07
CT-007,Middlesex County,Connecticut,-1.11,-1.12,6,0
CT-009,New Haven County,Connecticut,-1.13,-1.14,6,0.02
CT-011,New London County,Connecticut,-1.16,-1.16,4,-0
CT-013,Tolland County,Connecticut,-0.73,-0.69,16,-0.03
CT-015,Windham County,Connecticut,-0.74,-0.7,13,-0.04
DE-001,Kent County,Delaware,-1,-0.99,12,-0.01
DE-003,New Castle County,Delaware,-0.72,-0.74,20,0.01
DE-005,Sussex County,Delaware,-0.78,-0.76,21,-0.02
FL-001,Alachua County,Florida,-0.18,-0.17,54,-0.01
FL-003,Baker County,Florida,0.46,0.52,108,-0.07
FL-005,Bay County,Florida,-0.29,-0.31,48,0.02
FL-007,Bradford County,Florida,0.33,0.37,95,-0.04
FL-009,Brevard County,Florida,-1.01,-1.14,11,0.13
FL-011,Broward County,Florida,0.48,0.36,97,0.12
FL-013,Calhoun County,Florida,-0.75,-0.72,22,-0.02
FL-015,Charlotte County,Florida,-0.42,-0.45,32,0.03
FL-017,Citrus County,Florida,-0.32,-0.3,42,-0.02
FL-019,Clay County,Florida,-0.04,-0.02,61,-0.02
FL-021,Collier County,Florida,-0.27,-0.37,40,0.1
FL-023,Columbia County,Florida,0.61,0.67,114,-0.06
FL-027,DeSoto County,Florida,-0.33,-0.36,39,0.03
FL-029,Dixie County,Florida,0.44,0.42,96,0.02
FL-031,Duval County,Florida,0.27,0.25,85,0.02
FL-033,Escambia County,Florida,-0.32,-0.32,49,-0
FL-035,Flagler County,Florida,-0.87,-0.87,16,0.01
FL-037,Franklin County,Florida,-0.61,-0.59,32,-0.02
FL-039,Gadsden County,Florida,-0.81,-0.82,22,0.01
FL-041,Gilchrist County,Florida,0.25,0.24,85,0.01
FL-043,Glades County,Florida,-0.34,-0.4,42,0.07
FL-045,Gulf County,Florida,-0.69,-0.68,22,-0.01
FL-047,Hamilton County,Florida,0.27,0.29,90,-0.02
FL-049,Hardee County,Florida,-0.37,-0.44,41,0.07
FL-051,Hendry County,Florida,-1.18,-1.24,6,0.07
FL-053,Hernando County,Florida,-0.31,-0.3,52,-0.01
FL-055,Highlands County,Florida,-0.19,-0.29,46,0.09
FL-057,Hillsborough County,Florida,-0.29,-0.34,46,0.05
FL-059,Holmes County,Florida,-0.04,-0.11,64,0.07
FL-061,Indian River County,Florida,-0.4,-0.5,32,0.1
FL-063,Jackson County,Florida,-0.41,-0.44,34,0.03
FL-065,Jefferson County,Florida,-0.08,-0.14,58,0.05
FL-067,Lafayette County,Florida,0.64,0.64,113,0
FL-069,Lake County,Florida,-0.9,-0.96,13,0.07
FL-071,Lee County,Florida,-0.93,-0.97,13,0.04
FL-073,Leon County,Florida,-0.43,-0.44,39,0
FL-075,Levy County,Florida,-0.12,-0.13,63,0.01
FL-077,Liberty County,Florida,-0.85,-0.82,17,-0.03
FL-079,Madison County,Florida,0.1,0.05,73,0.05
FL-081,Manatee County,Florida,-0.53,-0.6,31,0.07
FL-083,Marion County,Florida,-0.51,-0.51,30,0
FL-085,Martin County,Florida,-0.59,-0.73,26,0.14
FL-086,Miami-Dade County,Florida,0.57,0.47,100,0.1
FL-087,Monroe County,Florida,0.25,0.16,83,0.09
FL-089,Nassau County,Florida,-0.07,-0.05,60,-0.02
FL-091,Okaloosa County,Florida,-0.2,-0.25,52,0.05
FL-093,Okeechobee County,Florida,-0.28,-0.39,46,0.11
FL-095,Orange County,Florida,-0.88,-0.99,12,0.11
FL-097,Osceola County,Florida,-0.88,-1,16,0.12
FL-099,Palm Beach County,Florida,0.08,0.03,78,0.05
FL-101,Pasco County,Florida,-0.05,-0.06,71,0.01
FL-103,Pinellas County,Florida,-0.3,-0.31,47,0.01
FL-105,Polk County,Florida,-0.64,-0.74,23,0.1
FL-107,Putnam County,Florida,-0.68,-0.67,20,-0.01
FL-109,St. Johns County,Florida,-0.22,-0.21,50,-0.01
FL-111,St. Lucie County,Florida,-0.3,-0.42,46,0.12
FL-113,Santa Rosa County,Florida,-0.46,-0.46,41,0
FL-115,Sarasota County,Florida,-0.48,-0.54,28,0.06
FL-117,Seminole County,Florida,-0.67,-0.77,18,0.11
FL-119,Sumter County,Florida,-0.59,-0.59,27,0
FL-121,Suwannee County,Florida,0.68,0.7,115,-0.02
FL-123,Taylor County,Florida,0.22,0.2,79,0.02
FL-125,Union County,Florida,0.54,0.59,110,-0.05
FL-127,Volusia County,Florida,-0.88,-0.94,16,0.06
FL-129,Wakulla County,Florida,-0.48,-0.46,36,-0.02
FL-131,Walton County,Florida,-0.05,-0.11,64,0.06
FL-133,Washington County,Florida,-0.1,-0.16,56,0.06
GA-001,Appling County,Georgia,-0.89,-0.92,14,0.02
GA-003,Atkinson County,Georgia,-0.63,-0.69,26,0.06
GA-005,Bacon County,Georgia,-1.07,-1.11,8,0.05
GA-007,Baker County,Georgia,-1.27,-1.31,3,0.04
GA-009,Baldwin County,Georgia,-1.69,-1.8,1,0.11
GA-011,Banks County,Georgia,-0.7,-0.69,29,-0.01
GA-013,Barrow County,Georgia,-0.92,-0.94,18,0.02
GA-015,Bartow County,Georgia,-1.06,-1.02,13,-0.04
GA-017,Ben Hill County,Georgia,-1.21,-1.25,7,0.04
GA-019,Berrien County,Georgia,-0.61,-0.65,22,0.04
GA-021,Bibb County,Georgia,-1.46,-1.52,4,0.06
GA-023,Bleckley County,Georgia,-1.34,-1.4,3,0.07
GA-025,Brantley County,Georgia,-0.28,-0.26,55,-0.02
GA-027,Brooks County,Georgia,-0.39,-0.45,40,0.06
GA-029,Bryan County,Georgia,-0.62,-0.65,22,0.03
GA-031,Bulloch County,Georgia,-0.53,-0.6,32,0.07
GA-033,Burke County,Georgia,-1.3,-1.38,4,0.08
GA-035,Butts County,Georgia,-1.31,-1.36,5,0.05
GA-037,Calhoun County,Georgia,-1.33,-1.36,3,0.03
GA-039,Camden County,Georgia,-0.37,-0.34,50,-0.03
GA-043,Candler County,Georgia,-0.62,-0.72,22,0.11
GA-045,Carroll County,Georgia,-1.31,-1.3,7,-0.01
GA-047,Catoosa County,Georgia,-0.41,-0.32,48,-0.09
GA-049,Charlton County,Georgia,0.12,0.16,78,-0.04
GA-051,Chatham County,Georgia,-0.95,-0.98,12,0.03
GA-053,Chattahoochee County,Georgia,-1.38,-1.35,4,-0.03
GA-055,Chattooga County,Georgia,-0.33,-0.31,44,-0.01
GA-057,Cherokee County,Georgia,-0.74,-0.71,24,-0.03
GA-059,Clarke County,Georgia,-1.02,-1.06,15,0.03
GA-061,Clay County,Georgia,-1.12,-1.13,9,0.01
GA-063,Clayton County,Georgia,-1.17,-1.18,7,0
GA-065,Clinch County,Georgia,0.13,0.13,77,-0
GA-067,Cobb County,Georgia,-1.21,-1.21,7,0
GA-069,Coffee County,Georgia,-1,-1.06,12,0.07
GA-071,Colquitt County,Georgia,-0.79,-0.84,18,0.05
GA-073,Columbia County,Georgia,-0.78,-0.85,17,0.07
GA-075,Cook County,Georgia,-0.59,-0.64,24,0.05
GA-077,Coweta County,Georgia,-1.41,-1.42,7,0.01
GA-079,Crawford County,Georgia,-1.4,-1.47,4,0.07
GA-081,Crisp County,Georgia,-1.06,-1.15,8,0.09
GA-083,Dade County,Georgia,-0.01,0.05,74,-0.06
GA-085,Dawson County,Georgia,-0.29,-0.26,48,-0.02
GA-087,Decatur County,Georgia,-0.94,-0.97,17,0.03
GA-089,DeKalb County,Georgia,-1.32,-1.33,6,0.01
GA-091,Dodge County,Georgia,-1.32,-1.39,3,0.07
GA-093,Dooly County,Georgia,-1.17,-1.24,4,0.08
GA-095,Dougherty County,Georgia,-1.32,-1.41,3,0.09
GA-097,Douglas County,Georgia,-1.28,-1.28,6,0.01
GA-099,Early County,Georgia,-0.97,-0.99,18,0.02
GA-101,Echols County,Georgia,0.1,0.1,74,-0
GA-103,Effingham County,Georgia,-0.63,-0.67,25,0.05
GA-105,Elbert County,Georgia,-0.8,-0.86,22,0.06
GA-107,Emanuel County,Georgia,-0.87,-0.98,9,0.11
GA-109,Evans County,Georgia,-0.38,-0.44,42,0.06
GA-111,Fannin County,Georgia,-0.03,-0.01,60,-0.02
GA-113,Fayette County,Georgia,-1.24,-1.24,7,0
GA-115,Floyd County,Georgia,-0.98,-0.95,15,-0.02
GA-117,Forsyth County,Georgia,-0.11,-0.08,57,-0.03
GA-119,Franklin County,Georgia,-0.89,-0.91,19,0.02
GA-121,Fulton County,Georgia,-1.25,-1.25,7,-0
GA-123,Gilmer County,Georgia,-0.35,-0.31,43,-0.04
GA-125,Glascock County,Georgia,-1.46,-1.56,2,0.1
GA-127,Glynn County,Georgia,-0.62,-0.58,34,-0.04
GA-129,Gordon County,Georgia,-0.56,-0.53,30,-0.03
GA-131,Grady County,Georgia,-0.7,-0.74,25,0.03
GA-133,Greene County,Georgia,-1.29,-1.42,7,0.12
GA-135,Gwinnett County,Georgia,-0.8,-0.81,22,0.01
GA-137,Habersham County,Georgia,-0.44,-0.42,37,-0.03
GA-139,Hall County,Georgia,-0.14,-0.11,62,-0.03
GA-141,Hancock County,Georgia,-1.51,-1.64,3,0.13
GA-143,Haralson County,Georgia,-1.26,-1.23,9,-0.03
GA-145,Harris County,Georgia,-1.49,-1.44,3,-0.05
GA-147,Hart County,Georgia,-0.69,-0.72,32,0.03
GA-149,Heard County,Georgia,-1.24,-1.23,8,-0.02
GA-151,Henry County,Georgia,-1.14,-1.17,9,0.03
GA-153,Houston County,Georgia,-1.3,-1.37,4,0.07
GA-155,Irwin County,Georgia,-0.98,-1.02,10,0.04
GA-157,Jackson County,Georgia,-0.68,-0.69,27,0.01
