# Title: February 1972 - January 1973 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KS-197,Wabaunsee County,Kansas,0.46,0.35,87,0.11
KS-199,Wallace County,Kansas,0.4,0.2,84,0.2
KS-201,Washington County,Kansas,0.72,0.64,97,0.07
KS-203,Wichita County,Kansas,0.48,0.31,85,0.17
KS-205,Wilson County,Kansas,0.49,0.41,89,0.08
KS-207,Woodson County,Kansas,0.54,0.5,96,0.04
KS-209,Wyandotte County,Kansas,0.06,-0.01,61,0.07
KY-001,Adair County,Kentucky,0.78,0.8,107,-0.02
KY-003,Allen County,Kentucky,0.23,0.23,79,0
KY-005,Anderson County,Kentucky,0.96,0.99,108,-0.03
KY-007,Ballard County,Kentucky,1.27,1.39,123,-0.13
KY-009,Barren County,Kentucky,0.5,0.54,98,-0.04
KY-011,Bath County,Kentucky,0.93,0.92,109,0.01
KY-013,Bell County,Kentucky,0.98,0.88,115,0.1
KY-015,Boone County,Kentucky,0.6,0.58,93,0.01
KY-017,Bourbon County,Kentucky,0.97,0.97,113,0
KY-019,Boyd County,Kentucky,0.66,0.65,103,0.01
KY-021,Boyle County,Kentucky,1,1.09,120,-0.09
KY-023,Bracken County,Kentucky,0.61,0.65,98,-0.04
KY-025,Breathitt County,Kentucky,0.99,0.93,117,0.06
KY-027,Breckinridge County,Kentucky,0.73,0.79,106,-0.06
KY-029,Bullitt County,Kentucky,1.01,1.05,115,-0.04
KY-031,Butler County,Kentucky,0.37,0.42,88,-0.05
KY-033,Caldwell County,Kentucky,0.73,0.75,104,-0.02
KY-035,Calloway County,Kentucky,0.88,0.9,107,-0.02
KY-037,Campbell County,Kentucky,0.61,0.57,98,0.03
KY-039,Carlisle County,Kentucky,1.23,1.36,123,-0.13
KY-041,Carroll County,Kentucky,0.57,0.54,85,0.03
KY-043,Carter County,Kentucky,0.69,0.69,102,0
KY-045,Casey County,Kentucky,1.01,1.07,125,-0.06
KY-047,Christian County,Kentucky,0.69,0.7,105,-0.01
KY-049,Clark County,Kentucky,1.06,1.11,112,-0.05
KY-051,Clay County,Kentucky,0.76,0.69,101,0.07
KY-053,Clinton County,Kentucky,0.62,0.57,100,0.05
KY-055,Crittenden County,Kentucky,0.6,0.59,95,0.01
KY-057,Cumberland County,Kentucky,0.47,0.47,95,0.01
KY-059,Daviess County,Kentucky,-0.01,0.04,63,-0.06
KY-061,Edmonson County,Kentucky,0.59,0.63,98,-0.05
KY-063,Elliott County,Kentucky,0.89,0.9,116,-0.01
KY-065,Estill County,Kentucky,1.42,1.43,123,-0.01
KY-067,Fayette County,Kentucky,1.1,1.17,114,-0.07
KY-069,Fleming County,Kentucky,0.62,0.58,94,0.03
KY-071,Floyd County,Kentucky,0.64,0.63,99,0.01
KY-073,Franklin County,Kentucky,0.87,0.91,108,-0.03
KY-075,Fulton County,Kentucky,1.22,1.29,124,-0.07
KY-077,Gallatin County,Kentucky,0.6,0.58,85,0.01
KY-079,Garrard County,Kentucky,1.07,1.17,119,-0.1
KY-081,Grant County,Kentucky,0.44,0.48,87,-0.05
KY-083,Graves County,Kentucky,0.88,0.99,116,-0.11
KY-085,Grayson County,Kentucky,0.48,0.53,92,-0.06
KY-087,Green County,Kentucky,0.71,0.73,104,-0.01
KY-089,Greenup County,Kentucky,0.62,0.69,110,-0.07
KY-091,Hancock County,Kentucky,0.21,0.26,69,-0.05
KY-093,Hardin County,Kentucky,1.02,1.04,116,-0.02
KY-095,Harlan County,Kentucky,0.89,0.83,117,0.06
KY-097,Harrison County,Kentucky,0.79,0.82,103,-0.03
KY-099,Hart County,Kentucky,0.8,0.83,106,-0.03
KY-101,Henderson County,Kentucky,-0.06,-0.03,63,-0.03
KY-103,Henry County,Kentucky,0.72,0.75,106,-0.04
KY-105,Hickman County,Kentucky,1.21,1.33,122,-0.12
KY-107,Hopkins County,Kentucky,0.63,0.67,103,-0.04
KY-109,Jackson County,Kentucky,1.24,1.25,124,-0.01
KY-111,Jefferson County,Kentucky,0.71,0.76,103,-0.05
KY-113,Jessamine County,Kentucky,1.02,1.11,115,-0.09
KY-115,Johnson County,Kentucky,0.7,0.7,104,0
KY-117,Kenton County,Kentucky,0.58,0.55,93,0.02
KY-119,Knott County,Kentucky,0.77,0.8,111,-0.03
KY-121,Knox County,Kentucky,0.77,0.66,106,0.1
KY-123,Larue County,Kentucky,1.11,1.13,119,-0.02
KY-125,Laurel County,Kentucky,1.09,1.03,117,0.05
KY-127,Lawrence County,Kentucky,0.87,0.87,117,-0
KY-129,Lee County,Kentucky,1.38,1.33,125,0.05
KY-131,Leslie County,Kentucky,0.75,0.69,104,0.06
KY-133,Letcher County,Kentucky,0.67,0.69,106,-0.02
KY-135,Lewis County,Kentucky,0.43,0.44,91,-0.01
KY-137,Lincoln County,Kentucky,1.11,1.2,124,-0.09
KY-139,Livingston County,Kentucky,0.88,0.92,111,-0.04
KY-141,Logan County,Kentucky,0.46,0.52,99,-0.07
KY-143,Lyon County,Kentucky,0.97,1.01,115,-0.04
KY-145,McCracken County,Kentucky,1.04,1.14,120,-0.11
KY-147,McCreary County,Kentucky,1,0.92,113,0.08
KY-149,McLean County,Kentucky,0.27,0.35,84,-0.08
KY-151,Madison County,Kentucky,1.3,1.37,123,-0.07
KY-153,Magoffin County,Kentucky,0.6,0.57,94,0.03
KY-155,Marion County,Kentucky,1.36,1.39,126,-0.02
KY-157,Marshall County,Kentucky,0.97,1.04,116,-0.07
KY-159,Martin County,Kentucky,0.83,0.83,110,0
KY-161,Mason County,Kentucky,0.52,0.52,94,-0.01
KY-163,Meade County,Kentucky,0.87,0.93,111,-0.06
KY-165,Menifee County,Kentucky,1.11,1.1,118,0.01
KY-167,Mercer County,Kentucky,0.95,1.02,116,-0.07
KY-169,Metcalfe County,Kentucky,0.4,0.42,91,-0.02
KY-171,Monroe County,Kentucky,0.42,0.44,97,-0.02
KY-173,Montgomery County,Kentucky,0.97,0.97,109,0
KY-175,Morgan County,Kentucky,1.07,1.08,119,-0.01
KY-177,Muhlenberg County,Kentucky,0.44,0.5,99,-0.06
KY-179,Nelson County,Kentucky,1.12,1.14,121,-0.02
KY-181,Nicholas County,Kentucky,0.76,0.74,101,0.02
KY-183,Ohio County,Kentucky,0.36,0.41,84,-0.05
KY-185,Oldham County,Kentucky,0.64,0.68,102,-0.04
KY-187,Owen County,Kentucky,0.62,0.65,96,-0.03
KY-189,Owsley County,Kentucky,1.07,1.02,116,0.04
KY-191,Pendleton County,Kentucky,0.5,0.54,92,-0.05
KY-193,Perry County,Kentucky,0.88,0.87,117,0.01
KY-195,Pike County,Kentucky,1.1,1.11,120,-0.01
KY-197,Powell County,Kentucky,1.25,1.26,119,-0.01
KY-199,Pulaski County,Kentucky,1.04,1.05,122,-0.01
KY-201,Robertson County,Kentucky,0.67,0.68,98,-0.01
KY-203,Rockcastle County,Kentucky,1.23,1.29,126,-0.07
KY-205,Rowan County,Kentucky,0.96,0.96,113,0
KY-207,Russell County,Kentucky,0.78,0.79,108,-0.01
KY-209,Scott County,Kentucky,0.91,0.94,110,-0.03
KY-211,Shelby County,Kentucky,0.9,0.94,109,-0.04
KY-213,Simpson County,Kentucky,0.58,0.62,103,-0.03
KY-215,Spencer County,Kentucky,0.91,0.95,108,-0.04
KY-217,Taylor County,Kentucky,1.17,1.18,126,-0.01
KY-219,Todd County,Kentucky,0.59,0.62,101,-0.03
KY-221,Trigg County,Kentucky,0.88,0.91,109,-0.03
KY-223,Trimble County,Kentucky,0.67,0.66,95,0.01
KY-225,Union County,Kentucky,0.24,0.26,81,-0.02
KY-227,Warren County,Kentucky,0.26,0.28,83,-0.03
KY-229,Washington County,Kentucky,1.2,1.22,126,-0.03
KY-231,Wayne County,Kentucky,0.94,0.87,113,0.07
KY-233,Webster County,Kentucky,0.35,0.38,88,-0.03
KY-235,Whitley County,Kentucky,0.81,0.72,106,0.09
KY-237,Wolfe County,Kentucky,1.21,1.16,121,0.05
KY-239,Woodford County,Kentucky,0.93,0.99,108,-0.06
LA-001,Acadia Parish,Louisiana,0.16,0.19,77,-0.02
LA-003,Allen Parish,Louisiana,-0.07,-0,70,-0.07
LA-005,Ascension Parish,Louisiana,-0.24,-0.24,48,-0
LA-007,Assumption Parish,Louisiana,-0.29,-0.23,50,-0.05
LA-009,Avoyelles Parish,Louisiana,-0.54,-0.48,26,-0.06
LA-011,Beauregard Parish,Louisiana,-0.17,-0.12,56,-0.06
LA-013,Bienville Parish,Louisiana,-0.13,-0.11,61,-0.02
LA-015,Bossier Parish,Louisiana,-0.16,-0.21,59,0.05
LA-017,Caddo Parish,Louisiana,-0.02,-0.06,65,0.05
LA-019,Calcasieu Parish,Louisiana,-0.13,-0.06,63,-0.07
LA-021,Caldwell Parish,Louisiana,-0.33,-0.34,45,0.01
LA-023,Cameron Parish,Louisiana,0.2,0.23,78,-0.03
LA-025,Catahoula Parish,Louisiana,-0.36,-0.31,41,-0.04
LA-027,Claiborne Parish,Louisiana,0.15,0.15,83,-0.01
LA-029,Concordia Parish,Louisiana,-0.4,-0.35,36,-0.05
LA-031,De Soto Parish,Louisiana,0.27,0.26,86,0.02
LA-033,East Baton Rouge Parish,Louisiana,-0.07,-0.09,67,0.02
LA-035,East Carroll Parish,Louisiana,0.17,0.16,82,0.01
LA-037,East Feliciana Parish,Louisiana,-0.11,-0.1,67,-0.01
LA-039,Evangeline Parish,Louisiana,-0.15,-0.11,60,-0.04
LA-041,Franklin Parish,Louisiana,-0.29,-0.28,41,-0.01
LA-043,Grant Parish,Louisiana,0.05,0.08,75,-0.03
LA-045,Iberia Parish,Louisiana,-0.02,-0.03,59,0.01
LA-047,Iberville Parish,Louisiana,-0.16,-0.15,53,-0
LA-049,Jackson Parish,Louisiana,0.18,0.22,86,-0.04
LA-051,Jefferson Parish,Louisiana,-0.3,-0.29,42,-0.02
LA-053,Jefferson Davis Parish,Louisiana,0,0.05,72,-0.05
LA-055,Lafayette Parish,Louisiana,0.14,0.12,70,0.02
LA-057,Lafourche Parish,Louisiana,-0.19,-0.16,55,-0.03
LA-059,La Salle Parish,Louisiana,-0.19,-0.15,55,-0.04
LA-061,Lincoln Parish,Louisiana,0.24,0.28,87,-0.03
LA-063,Livingston Parish,Louisiana,0.3,0.3,92,0
LA-065,Madison Parish,Louisiana,0.25,0.26,83,-0.01
LA-067,Morehouse Parish,Louisiana,0.09,0.08,80,0.02
LA-069,Natchitoches Parish,Louisiana,0.06,0.08,75,-0.02
LA-071,Orleans Parish,Louisiana,-0.3,-0.33,37,0.02
LA-073,Ouachita Parish,Louisiana,-0.03,-0.03,69,-0
LA-075,Plaquemines Parish,Louisiana,-0.37,-0.37,35,-0
LA-077,Pointe Coupee Parish,Louisiana,-0.64,-0.59,29,-0.05
LA-079,Rapides Parish,Louisiana,-0.07,-0.03,67,-0.04
LA-081,Red River Parish,Louisiana,-0.15,-0.18,49,0.03
LA-083,Richland Parish,Louisiana,-0.07,-0.08,70,0
LA-085,Sabine Parish,Louisiana,0.56,0.6,102,-0.03
LA-087,St. Bernard Parish,Louisiana,-0.35,-0.36,36,0.01
LA-089,St. Charles Parish,Louisiana,-0.23,-0.2,49,-0.03
LA-091,St. Helena Parish,Louisiana,0.22,0.2,82,0.02
LA-093,St. James Parish,Louisiana,-0.32,-0.31,43,-0.01
LA-095,St. John the Baptist Parish,Louisiana,-0.13,-0.13,54,0
LA-097,St. Landry Parish,Louisiana,-0.32,-0.3,45,-0.02
LA-099,St. Martin Parish,Louisiana,-0.1,-0.1,57,-0.01
LA-101,St. Mary Parish,Louisiana,-0.21,-0.16,57,-0.06
LA-103,St. Tammany Parish,Louisiana,-0.1,-0.13,54,0.03
LA-105,Tangipahoa Parish,Louisiana,0.13,0.12,81,0
LA-107,Tensas Parish,Louisiana,-0.1,-0.08,60,-0.03
LA-109,Terrebonne Parish,Louisiana,-0.15,-0.08,67,-0.07
LA-111,Union Parish,Louisiana,0.29,0.29,86,0
LA-113,Vermilion Parish,Louisiana,0.21,0.2,79,0.01
LA-115,Vernon Parish,Louisiana,0.1,0.15,81,-0.05
LA-117,Washington Parish,Louisiana,-0.12,-0.09,57,-0.03
LA-119,Webster Parish,Louisiana,-0.08,-0.12,62,0.04
LA-121,West Baton Rouge Parish,Louisiana,-0.07,-0.08,65,0.01
LA-123,West Carroll Parish,Louisiana,0.18,0.16,85,0.02
LA-125,West Feliciana Parish,Louisiana,-0.46,-0.4,37,-0.05
LA-127,Winn Parish,Louisiana,0.03,0.09,76,-0.06
ME-001,Androscoggin County,Maine,1.01,1.02,119,-0.01
ME-003,Aroostook County,Maine,1.17,1.25,122,-0.08
ME-005,Cumberland County,Maine,0.94,0.92,117,0.02
ME-007,Franklin County,Maine,0.83,0.8,110,0.03
ME-009,Hancock County,Maine,1.25,1.26,127,-0.01
ME-011,Kennebec County,Maine,1.07,1.07,120,-0
ME-013,Knox County,Maine,1.08,1.08,122,-0
ME-015,Lincoln County,Maine,0.97,0.97,120,0
ME-017,Oxford County,Maine,0.85,0.85,116,-0
ME-019,Penobscot County,Maine,1.28,1.28,125,0.01
ME-021,Piscataquis County,Maine,1.16,1.12,121,0.04
ME-023,Sagadahoc County,Maine,0.9,0.89,120,0.01
ME-025,Somerset County,Maine,1.19,1.12,119,0.06
ME-027,Waldo County,Maine,1.18,1.19,123,-0.01
ME-029,Washington County,Maine,1.07,1.16,120,-0.09
ME-031,York County,Maine,1.05,1.07,118,-0.02
MD-001,Allegany County,Maryland,1.38,1.4,127,-0.03
MD-003,Anne Arundel County,Maryland,1.53,1.51,128,0.03
MD-005,Baltimore County,Maryland,1.63,1.65,128,-0.02
MD-009,Calvert County,Maryland,1.32,1.38,125,-0.06
MD-011,Caroline County,Maryland,1.09,1.11,119,-0.02
MD-013,Carroll County,Maryland,1.61,1.59,127,0.02
MD-015,Cecil County,Maryland,1.27,1.3,125,-0.03
MD-017,Charles County,Maryland,1.54,1.58,129,-0.04
MD-019,Dorchester County,Maryland,1.51,1.58,128,-0.06
MD-021,Frederick County,Maryland,1.49,1.45,127,0.04
MD-023,Garrett County,Maryland,1.04,1.09,124,-0.05
MD-025,Harford County,Maryland,1.38,1.42,126,-0.04
MD-027,Howard County,Maryland,1.66,1.68,127,-0.01
MD-029,Kent County,Maryland,1.52,1.53,128,-0.01
MD-031,Montgomery County,Maryland,1.72,1.72,127,0
MD-033,Prince George&#039;s County,Maryland,1.51,1.52,128,-0.01
MD-035,Queen Anne&#039;s County,Maryland,1.49,1.49,127,0
MD-037,St. Mary&#039;s County,Maryland,1.3,1.38,125,-0.08
MD-039,Somerset County,Maryland,1.34,1.4,125,-0.05
MD-041,Talbot County,Maryland,1.21,1.23,122,-0.02
MD-043,Washington County,Maryland,1.44,1.4,126,0.04
MD-045,Wicomico County,Maryland,1.44,1.5,126,-0.06
MD-047,Worcester County,Maryland,1.28,1.36,124,-0.08
MD-510,Baltimore City,Maryland,1.63,1.65,128,-0.02
MD-511,Washington,District of Columbia,1.58,1.59,128,-0.01
MA-001,Barnstable County,Massachusetts,1.92,1.9,130,0.02
MA-003,Berkshire County,Massachusetts,1.34,1.39,127,-0.04
MA-005,Bristol County,Massachusetts,1.94,1.92,130,0.02
MA-007,Dukes County,Massachusetts,1.95,1.94,130,0.01
MA-009,Essex County,Massachusetts,1.84,1.88,130,-0.03
MA-011,Franklin County,Massachusetts,1.32,1.4,126,-0.09
MA-013,Hampden County,Massachusetts,1.48,1.48,127,0
MA-015,Hampshire County,Massachusetts,1.46,1.49,127,-0.03
MA-017,Middlesex County,Massachusetts,1.63,1.67,129,-0.04
MA-019,Nantucket County,Massachusetts,1.57,1.6,129,-0.04
MA-021,Norfolk County,Massachusetts,1.71,1.71,130,0
MA-023,Plymouth County,Massachusetts,1.96,1.94,130,0.02
MA-025,Suffolk County,Massachusetts,1.57,1.59,130,-0.01
MA-027,Worcester County,Massachusetts,1.59,1.67,129,-0.08
MI-001,Alcona County,Michigan,0.86,0.81,108,0.06
MI-003,Alger County,Michigan,0.67,0.69,102,-0.02
MI-005,Allegan County,Michigan,0.8,0.82,110,-0.02
MI-007,Alpena County,Michigan,0.81,0.82,112,-0.01
MI-009,Antrim County,Michigan,1.08,1.2,127,-0.12
MI-011,Arenac County,Michigan,0.59,0.57,100,0.01
MI-013,Baraga County,Michigan,0.99,1.06,118,-0.07
MI-015,Barry County,Michigan,0.91,0.88,113,0.03
MI-017,Bay County,Michigan,0.84,0.78,108,0.06
MI-019,Benzie County,Michigan,0.71,0.71,111,-0.01
MI-021,Berrien County,Michigan,0.59,0.62,101,-0.03
MI-023,Branch County,Michigan,0.64,0.61,96,0.03
MI-025,Calhoun County,Michigan,0.77,0.8,111,-0.04
MI-027,Cass County,Michigan,0.48,0.5,92,-0.01
MI-029,Charlevoix County,Michigan,1.36,1.51,129,-0.15
MI-031,Cheboygan County,Michigan,1.63,1.72,129,-0.09
MI-033,Chippewa County,Michigan,0.15,0.17,75,-0.02
MI-035,Clare County,Michigan,0.89,0.96,118,-0.07
MI-037,Clinton County,Michigan,1.54,1.51,126,0.03
MI-039,Crawford County,Michigan,0.41,0.51,100,-0.1
MI-041,Delta County,Michigan,0.43,0.42,95,0.01
MI-043,Dickinson County,Michigan,0.75,0.74,107,0.02
MI-045,Eaton County,Michigan,1.36,1.36,125,-0
MI-047,Emmet County,Michigan,1.53,1.67,128,-0.14
MI-049,Genesee County,Michigan,1.42,1.37,124,0.05
MI-051,Gladwin County,Michigan,0.86,0.92,111,-0.06
MI-053,Gogebic County,Michigan,0.97,1.05,117,-0.08
MI-055,Grand Traverse County,Michigan,0.6,0.63,105,-0.03
MI-057,Gratiot County,Michigan,1.11,1.01,115,0.1
MI-059,Hillsdale County,Michigan,1.22,1.23,121,-0.01
MI-061,Houghton County,Michigan,0.95,1.07,118,-0.12
MI-063,Huron County,Michigan,0.7,0.72,104,-0.02
MI-065,Ingham County,Michigan,1.2,1.21,120,-0.01
MI-067,Ionia County,Michigan,1.45,1.42,125,0.03
MI-069,Iosco County,Michigan,0.53,0.48,93,0.05
MI-071,Iron County,Michigan,1.11,1.14,122,-0.03
MI-073,Isabella County,Michigan,1.24,1.27,126,-0.03
MI-075,Jackson County,Michigan,1.14,1.16,121,-0.02
MI-077,Kalamazoo County,Michigan,0.61,0.65,102,-0.04
MI-079,Kalkaska County,Michigan,0.43,0.51,98,-0.09
MI-081,Kent County,Michigan,1.04,1.01,119,0.03
MI-083,Keweenaw County,Michigan,0.09,0.19,81,-0.1
MI-085,Lake County,Michigan,0.35,0.41,89,-0.05
MI-087,Lapeer County,Michigan,0.95,0.85,102,0.1
MI-089,Leelanau County,Michigan,1.19,1.27,126,-0.08
MI-091,Lenawee County,Michigan,0.98,0.95,115,0.03
MI-093,Livingston County,Michigan,0.89,0.95,108,-0.06
MI-095,Luce County,Michigan,0.28,0.43,90,-0.15
MI-097,Mackinac County,Michigan,0.42,0.54,97,-0.12
MI-099,Macomb County,Michigan,0.86,0.82,102,0.03
MI-101,Manistee County,Michigan,0.48,0.49,93,-0
MI-103,Marquette County,Michigan,0.69,0.72,103,-0.03
MI-105,Mason County,Michigan,0.16,0.2,73,-0.04
MI-107,Mecosta County,Michigan,0.77,0.76,106,0.02
MI-109,Menominee County,Michigan,0.45,0.43,93,0.02
MI-111,Midland County,Michigan,0.99,1.02,115,-0.03
MI-113,Missaukee County,Michigan,0.13,0.18,77,-0.05
MI-115,Monroe County,Michigan,0.59,0.56,95,0.03
MI-117,Montcalm County,Michigan,1.35,1.3,126,0.05
MI-119,Montmorency County,Michigan,1.08,1.24,128,-0.16
MI-121,Muskegon County,Michigan,0.76,0.79,110,-0.03
MI-123,Newaygo County,Michigan,0.56,0.58,99,-0.02
MI-125,Oakland County,Michigan,1,1.07,116,-0.06
MI-127,Oceana County,Michigan,0.24,0.31,78,-0.07
MI-129,Ogemaw County,Michigan,0.61,0.63,103,-0.02
MI-131,Ontonagon County,Michigan,0.97,1.03,116,-0.06
MI-133,Osceola County,Michigan,0.39,0.41,90,-0.02
MI-135,Oscoda County,Michigan,0.43,0.51,97,-0.08
MI-137,Otsego County,Michigan,1.13,1.27,127,-0.14
MI-139,Ottawa County,Michigan,1.13,1.14,124,-0.01
MI-141,Presque Isle County,Michigan,1.31,1.35,128,-0.04
MI-143,Roscommon County,Michigan,0.51,0.58,104,-0.08
MI-145,Saginaw County,Michigan,0.99,0.89,110,0.1
MI-147,St. Clair County,Michigan,0.54,0.5,88,0.04
MI-149,St. Joseph County,Michigan,0.64,0.61,99,0.02
MI-151,Sanilac County,Michigan,0.57,0.55,93,0.03
MI-153,Schoolcraft County,Michigan,0.33,0.41,89,-0.07
MI-155,Shiawassee County,Michigan,1.41,1.38,124,0.03
MI-157,Tuscola County,Michigan,1.05,0.91,109,0.14
MI-159,Van Buren County,Michigan,0.48,0.55,100,-0.07
MI-161,Washtenaw County,Michigan,0.43,0.39,79,0.04
MI-163,Wayne County,Michigan,0.37,0.4,80,-0.02
MI-165,Wexford County,Michigan,0.04,0.06,70,-0.02
MN-001,Aitkin County,Minnesota,1.2,1.24,119,-0.04
MN-003,Anoka County,Minnesota,0.54,0.42,88,0.12
MN-005,Becker County,Minnesota,0.13,0.04,62,0.09
MN-007,Beltrami County,Minnesota,0.31,0.23,67,0.07
MN-009,Benton County,Minnesota,1.1,1.17,119,-0.07
MN-011,Big Stone County,Minnesota,0.7,0.5,89,0.2
MN-013,Blue Earth County,Minnesota,0.47,0.31,81,0.16
MN-015,Brown County,Minnesota,0.4,0.13,74,0.26
MN-017,Carlton County,Minnesota,1.12,1.12,119,-0
MN-019,Carver County,Minnesota,0.47,0.31,76,0.16
MN-021,Cass County,Minnesota,0.91,0.91,116,-0
MN-023,Chippewa County,Minnesota,0.81,0.76,101,0.05
MN-025,Chisago County,Minnesota,0.71,0.67,99,0.04
MN-027,Clay County,Minnesota,0.24,0,57,0.24
MN-029,Clearwater County,Minnesota,0.72,0.67,96,0.05
MN-031,Cook County,Minnesota,0.02,0.14,75,-0.12
MN-033,Cottonwood County,Minnesota,0.53,0.29,77,0.24
MN-035,Crow Wing County,Minnesota,1.45,1.48,125,-0.03
MN-037,Dakota County,Minnesota,0.47,0.36,82,0.11
MN-039,Dodge County,Minnesota,0.6,0.49,88,0.11
MN-041,Douglas County,Minnesota,1.16,1.14,117,0.02
MN-043,Faribault County,Minnesota,0.68,0.57,97,0.11
MN-045,Fillmore County,Minnesota,0.97,0.83,105,0.13
MN-047,Freeborn County,Minnesota,0.64,0.52,90,0.11
MN-049,Goodhue County,Minnesota,0.72,0.6,90,0.11
MN-051,Grant County,Minnesota,0.49,0.31,79,0.18
MN-053,Hennepin County,Minnesota,0.46,0.32,83,0.14
MN-055,Houston County,Minnesota,1.1,0.98,113,0.12
MN-057,Hubbard County,Minnesota,0.32,0.3,83,0.01
MN-059,Isanti County,Minnesota,0.93,0.89,108,0.04
MN-061,Itasca County,Minnesota,0.26,0.26,72,0
MN-063,Jackson County,Minnesota,0.49,0.31,75,0.18
MN-065,Kanabec County,Minnesota,1.13,1.17,116,-0.03
MN-067,Kandiyohi County,Minnesota,1.21,1.2,112,0.01
MN-069,Kittson County,Minnesota,-0.82,-0.97,18,0.16
MN-071,Koochiching County,Minnesota,0.01,-0,53,0.01
MN-073,Lac qui Parle County,Minnesota,0.85,0.76,98,0.09
MN-075,Lake County,Minnesota,0.44,0.54,99,-0.1
MN-077,Lake of the Woods County,Minnesota,-0.26,-0.33,44,0.08
MN-079,Le Sueur County,Minnesota,0.26,0.15,69,0.11
MN-081,Lincoln County,Minnesota,0.87,0.71,96,0.16
MN-083,Lyon County,Minnesota,0.85,0.69,96,0.16
MN-085,McLeod County,Minnesota,0.85,0.72,106,0.13
MN-087,Mahnomen County,Minnesota,0.44,0.36,78,0.08
MN-089,Marshall County,Minnesota,-0.61,-0.74,28,0.14
MN-091,Martin County,Minnesota,0.58,0.41,88,0.17
MN-093,Meeker County,Minnesota,1.23,1.21,117,0.03
MN-095,Mille Lacs County,Minnesota,1.11,1.17,119,-0.06
MN-097,Morrison County,Minnesota,1.41,1.46,125,-0.06
MN-099,Mower County,Minnesota,0.68,0.57,94,0.12
MN-101,Murray County,Minnesota,0.85,0.7,99,0.15
MN-103,Nicollet County,Minnesota,0.3,0.13,71,0.17
MN-105,Nobles County,Minnesota,0.64,0.54,89,0.1
MN-107,Norman County,Minnesota,0.17,0.02,59,0.16
MN-109,Olmsted County,Minnesota,0.61,0.5,89,0.1
MN-111,Otter Tail County,Minnesota,0.45,0.31,81,0.14
MN-113,Pennington County,Minnesota,-0.16,-0.28,49,0.12
MN-115,Pine County,Minnesota,1.16,1.2,123,-0.04
MN-117,Pipestone County,Minnesota,0.93,0.81,100,0.13
MN-119,Polk County,Minnesota,-0.1,-0.25,43,0.15
MN-121,Pope County,Minnesota,1.28,1.24,116,0.04
MN-123,Ramsey County,Minnesota,0.15,0.01,58,0.14
MN-125,Red Lake County,Minnesota,0.01,-0.13,56,0.14
MN-127,Redwood County,Minnesota,0.72,0.49,92,0.23
MN-129,Renville County,Minnesota,0.71,0.6,96,0.12
MN-131,Rice County,Minnesota,0.43,0.36,81,0.07
MN-133,Rock County,Minnesota,1.08,1.01,111,0.07
MN-135,Roseau County,Minnesota,-0.23,-0.36,40,0.14
MN-137,St. Louis County,Minnesota,0.34,0.42,90,-0.08
MN-139,Scott County,Minnesota,0.16,0.02,58,0.15
MN-141,Sherburne County,Minnesota,1.09,1.05,118,0.03
MN-143,Sibley County,Minnesota,0.39,0.25,80,0.14
MN-145,Stearns County,Minnesota,1.28,1.34,120,-0.05
MN-147,Steele County,Minnesota,0.58,0.47,84,0.12
MN-149,Stevens County,Minnesota,0.78,0.62,93,0.16
MN-151,Swift County,Minnesota,1.04,0.96,108,0.08
MN-153,Todd County,Minnesota,1.57,1.59,127,-0.02
MN-155,Traverse County,Minnesota,0.23,-0.03,56,0.25
MN-157,Wabasha County,Minnesota,0.79,0.65,98,0.14
MN-159,Wadena County,Minnesota,0.66,0.71,100,-0.05
MN-161,Waseca County,Minnesota,0.59,0.45,83,0.14
MN-163,Washington County,Minnesota,0.39,0.26,78,0.12
MN-165,Watonwan County,Minnesota,0.31,0.05,63,0.26
MN-167,Wilkin County,Minnesota,0.39,0.15,75,0.23
MN-169,Winona County,Minnesota,1.33,1.2,122,0.12
MN-171,Wright County,Minnesota,0.97,0.88,108,0.09
MN-173,Yellow Medicine County,Minnesota,0.67,0.56,93,0.11
MS-001,Adams County,Mississippi,-0.37,-0.34,40,-0.03
MS-003,Alcorn County,Mississippi,0.69,0.69,107,0.01
MS-005,Amite County,Mississippi,-0,0.01,70,-0.02
MS-007,Attala County,Mississippi,0.22,0.29,86,-0.07
MS-009,Benton County,Mississippi,0.73,0.76,115,-0.04
MS-011,Bolivar County,Mississippi,0.21,0.23,84,-0.02
MS-013,Calhoun County,Mississippi,0.31,0.32,91,-0.01
MS-015,Carroll County,Mississippi,0.47,0.57,100,-0.1
MS-017,Chickasaw County,Mississippi,0.29,0.34,91,-0.05
MS-019,Choctaw County,Mississippi,0.18,0.24,85,-0.06
MS-021,Claiborne County,Mississippi,0.03,0.04,72,-0.02
MS-023,Clarke County,Mississippi,-0.29,-0.33,46,0.04
MS-025,Clay County,Mississippi,0.43,0.5,95,-0.06
MS-027,Coahoma County,Mississippi,0.25,0.26,86,-0.01
MS-029,Copiah County,Mississippi,-0.13,-0.12,61,-0.01
MS-031,Covington County,Mississippi,-0.15,-0.12,59,-0.03
MS-033,DeSoto County,Mississippi,0.74,0.77,112,-0.03
MS-035,Forrest County,Mississippi,-0.4,-0.37,37,-0.04
