# Title: February 2020 - January 2021 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-101,Montgomery County,Alabama,0.62,0.64,114,-0.03
AL-103,Morgan County,Alabama,0.87,0.88,115,-0.01
AL-105,Perry County,Alabama,0.08,0.14,82,-0.06
AL-107,Pickens County,Alabama,1.34,1.37,123,-0.03
AL-109,Pike County,Alabama,0.4,0.37,90,0.03
AL-111,Randolph County,Alabama,0.8,0.82,118,-0.02
AL-113,Russell County,Alabama,0.99,1.02,118,-0.02
AL-115,St. Clair County,Alabama,0.86,0.82,111,0.03
AL-117,Shelby County,Alabama,0.77,0.79,112,-0.03
AL-119,Sumter County,Alabama,0.52,0.57,103,-0.05
AL-121,Talladega County,Alabama,1.02,1.01,115,0.01
AL-123,Tallapoosa County,Alabama,0.89,0.95,120,-0.06
AL-125,Tuscaloosa County,Alabama,0.56,0.57,101,-0.01
AL-127,Walker County,Alabama,0.61,0.6,105,0.02
AL-129,Washington County,Alabama,0.29,0.25,94,0.04
AL-131,Wilcox County,Alabama,0.04,0.07,80,-0.03
AL-133,Winston County,Alabama,1.11,1.08,121,0.03
AZ-001,Apache County,Arizona,-1.54,-1.54,8,-0.01
AZ-003,Cochise County,Arizona,-0.41,-0.5,52,0.09
AZ-005,Coconino County,Arizona,-1.76,-1.86,4,0.1
AZ-007,Gila County,Arizona,-1.44,-1.52,5,0.09
AZ-009,Graham County,Arizona,-0.93,-0.96,21,0.03
AZ-011,Greenlee County,Arizona,-1.14,-1.11,16,-0.03
AZ-012,La Paz County,Arizona,-0.65,-0.76,28,0.11
AZ-013,Maricopa County,Arizona,-0.71,-0.8,26,0.09
AZ-015,Mohave County,Arizona,-0.53,-0.57,43,0.05
AZ-017,Navajo County,Arizona,-1.49,-1.57,6,0.08
AZ-019,Pima County,Arizona,-1.1,-1.17,10,0.07
AZ-021,Pinal County,Arizona,-1.14,-1.24,7,0.11
AZ-023,Santa Cruz County,Arizona,-0.53,-0.64,35,0.11
AZ-025,Yavapai County,Arizona,-0.92,-1.01,18,0.1
AZ-027,Yuma County,Arizona,-0.35,-0.43,54,0.07
AR-001,Arkansas County,Arkansas,0.48,0.5,105,-0.02
AR-003,Ashley County,Arkansas,0.97,0.97,114,-0
AR-005,Baxter County,Arkansas,0.82,0.76,109,0.05
AR-007,Benton County,Arkansas,0.3,0.28,89,0.02
AR-009,Boone County,Arkansas,0.7,0.66,107,0.04
AR-011,Bradley County,Arkansas,1.44,1.45,126,-0.02
AR-013,Calhoun County,Arkansas,1.55,1.57,127,-0.02
AR-015,Carroll County,Arkansas,0.5,0.46,99,0.03
AR-017,Chicot County,Arkansas,0.8,0.78,106,0.02
AR-019,Clark County,Arkansas,1.71,1.76,126,-0.06
AR-021,Clay County,Arkansas,0.43,0.42,92,0.01
AR-023,Cleburne County,Arkansas,0.38,0.4,98,-0.03
AR-025,Cleveland County,Arkansas,1.83,1.84,127,-0.01
AR-027,Columbia County,Arkansas,1.39,1.41,125,-0.02
AR-029,Conway County,Arkansas,0.6,0.61,104,-0.01
AR-031,Craighead County,Arkansas,0.64,0.63,107,0.01
AR-033,Crawford County,Arkansas,0.69,0.68,106,0
AR-035,Crittenden County,Arkansas,0.42,0.4,92,0.02
AR-037,Cross County,Arkansas,0.65,0.63,107,0.02
AR-039,Dallas County,Arkansas,1.74,1.77,127,-0.03
AR-041,Desha County,Arkansas,0.7,0.71,104,-0.01
AR-043,Drew County,Arkansas,1.14,1.15,119,-0.01
AR-045,Faulkner County,Arkansas,0.59,0.63,108,-0.04
AR-047,Franklin County,Arkansas,0.88,0.86,112,0.02
AR-049,Fulton County,Arkansas,0.64,0.61,105,0.03
AR-051,Garland County,Arkansas,1.07,1.1,122,-0.04
AR-053,Grant County,Arkansas,1.51,1.54,125,-0.03
AR-055,Greene County,Arkansas,0.64,0.6,103,0.04
AR-057,Hempstead County,Arkansas,1.68,1.75,128,-0.07
AR-059,Hot Spring County,Arkansas,1.35,1.39,124,-0.03
AR-061,Howard County,Arkansas,1.72,1.77,128,-0.05
AR-063,Independence County,Arkansas,0.71,0.72,108,-0
AR-065,Izard County,Arkansas,0.67,0.65,105,0.03
AR-067,Jackson County,Arkansas,0.65,0.67,110,-0.02
AR-069,Jefferson County,Arkansas,1.25,1.27,125,-0.02
AR-071,Johnson County,Arkansas,0.84,0.84,109,-0
AR-073,Lafayette County,Arkansas,1.8,1.81,129,-0.01
AR-075,Lawrence County,Arkansas,0.84,0.79,110,0.05
AR-077,Lee County,Arkansas,0.54,0.51,103,0.03
AR-079,Lincoln County,Arkansas,1.14,1.16,120,-0.02
AR-081,Little River County,Arkansas,1.67,1.69,127,-0.02
AR-083,Logan County,Arkansas,1.35,1.33,121,0.02
AR-085,Lonoke County,Arkansas,1.01,1.01,121,-0.01
AR-087,Madison County,Arkansas,0.39,0.38,95,0
AR-089,Marion County,Arkansas,0.82,0.75,112,0.07
AR-091,Miller County,Arkansas,1.87,1.86,128,0
AR-093,Mississippi County,Arkansas,0.17,0.16,70,0.01
AR-095,Monroe County,Arkansas,0.41,0.38,98,0.03
AR-097,Montgomery County,Arkansas,2.1,2.13,129,-0.03
AR-099,Nevada County,Arkansas,1.54,1.61,128,-0.07
AR-101,Newton County,Arkansas,0.44,0.44,98,0
AR-103,Ouachita County,Arkansas,1.23,1.28,123,-0.05
AR-105,Perry County,Arkansas,1.03,1.01,118,0.02
AR-107,Phillips County,Arkansas,0.32,0.32,93,-0.01
AR-109,Pike County,Arkansas,1.85,1.92,128,-0.07
AR-111,Poinsett County,Arkansas,0.71,0.68,111,0.03
AR-113,Polk County,Arkansas,1.67,1.68,128,-0.02
AR-115,Pope County,Arkansas,0.82,0.84,112,-0.02
AR-117,Prairie County,Arkansas,0.76,0.76,114,0
AR-119,Pulaski County,Arkansas,0.86,0.89,120,-0.03
AR-121,Randolph County,Arkansas,0.59,0.54,98,0.05
AR-123,St. Francis County,Arkansas,0.54,0.51,103,0.03
AR-125,Saline County,Arkansas,0.96,0.98,118,-0.03
AR-127,Scott County,Arkansas,2,1.97,129,0.04
AR-129,Searcy County,Arkansas,0.3,0.26,89,0.04
AR-131,Sebastian County,Arkansas,1.66,1.61,124,0.05
AR-133,Sevier County,Arkansas,1.75,1.78,128,-0.03
AR-135,Sharp County,Arkansas,0.82,0.78,113,0.04
AR-137,Stone County,Arkansas,0.48,0.47,96,0
AR-139,Union County,Arkansas,1.26,1.28,123,-0.01
AR-141,Van Buren County,Arkansas,0.35,0.35,98,0
AR-143,Washington County,Arkansas,0.16,0.16,81,0
AR-145,White County,Arkansas,0.52,0.57,109,-0.05
AR-147,Woodruff County,Arkansas,0.37,0.37,98,0.01
AR-149,Yell County,Arkansas,1.29,1.28,121,0
CA-001,Alameda County,California,-2.16,-2.26,2,0.1
CA-003,Alpine County,California,-0.86,-0.82,15,-0.04
CA-005,Amador County,California,-0.73,-0.77,19,0.05
CA-007,Butte County,California,-1.02,-1.08,8,0.06
CA-009,Calaveras County,California,-0.71,-0.77,17,0.06
CA-011,Colusa County,California,-1.82,-1.88,2,0.06
CA-013,Contra Costa County,California,-2.31,-2.39,1,0.08
CA-015,Del Norte County,California,-1.02,-1.02,7,0
CA-017,El Dorado County,California,-0.88,-0.92,12,0.05
CA-019,Fresno County,California,-1.25,-1.3,12,0.05
CA-021,Glenn County,California,-1.82,-1.88,1,0.06
CA-023,Humboldt County,California,-0.94,-0.93,9,-0
CA-025,Imperial County,California,-0.23,-0.4,65,0.17
CA-027,Inyo County,California,-1.46,-1.49,3,0.03
CA-029,Kern County,California,-0.99,-1.01,22,0.02
CA-031,Kings County,California,-1.17,-1.26,13,0.09
CA-033,Lake County,California,-1.11,-1.13,5,0.03
CA-035,Lassen County,California,-1.53,-1.62,3,0.09
CA-037,Los Angeles County,California,-0.11,-0.19,60,0.08
CA-039,Madera County,California,-1.4,-1.43,6,0.04
CA-041,Marin County,California,-1.68,-1.75,3,0.08
CA-043,Mariposa County,California,-0.9,-0.92,10,0.03
CA-045,Mendocino County,California,-1.23,-1.23,5,0
CA-047,Merced County,California,-1.28,-1.31,9,0.04
CA-049,Modoc County,California,-1.43,-1.55,6,0.12
CA-051,Mono County,California,-1.64,-1.62,4,-0.02
CA-053,Monterey County,California,-0.42,-0.5,35,0.08
CA-055,Napa County,California,-1.64,-1.72,4,0.08
CA-057,Nevada County,California,-0.86,-0.89,12,0.02
CA-059,Orange County,California,-0.35,-0.42,54,0.08
CA-061,Placer County,California,-0.99,-1.02,7,0.03
CA-063,Plumas County,California,-0.97,-1.01,9,0.04
CA-065,Riverside County,California,-0.42,-0.56,54,0.13
CA-067,Sacramento County,California,-2.08,-2.1,2,0.02
CA-069,San Benito County,California,-0.51,-0.58,34,0.07
CA-071,San Bernardino County,California,-0.73,-0.83,32,0.1
CA-073,San Diego County,California,0.04,-0.12,69,0.16
CA-075,San Francisco County,California,-2.24,-2.36,1,0.12
CA-077,San Joaquin County,California,-2.11,-2.14,2,0.04
CA-079,San Luis Obispo County,California,-0.6,-0.68,30,0.08
CA-081,San Mateo County,California,-1.85,-1.95,2,0.1
CA-083,Santa Barbara County,California,-0.36,-0.51,38,0.15
CA-085,Santa Clara County,California,-0.84,-0.95,16,0.11
CA-087,Santa Cruz County,California,-0.96,-1.03,10,0.07
CA-089,Shasta County,California,-0.93,-0.97,8,0.04
CA-091,Sierra County,California,-0.99,-0.99,9,0.01
CA-093,Siskiyou County,California,-1.22,-1.24,4,0.02
CA-095,Solano County,California,-2.03,-2.1,2,0.07
CA-097,Sonoma County,California,-1.56,-1.64,2,0.09
CA-099,Stanislaus County,California,-1.5,-1.54,6,0.04
CA-101,Sutter County,California,-2.1,-2.16,2,0.06
CA-103,Tehama County,California,-1.19,-1.25,6,0.06
CA-105,Trinity County,California,-0.96,-0.94,9,-0.02
CA-107,Tulare County,California,-1.03,-1.05,12,0.03
CA-109,Tuolumne County,California,-0.78,-0.82,16,0.04
CA-111,Ventura County,California,-0.55,-0.68,33,0.13
CA-113,Yolo County,California,-1.78,-1.83,3,0.05
CA-115,Yuba County,California,-1,-1.07,8,0.07
CO-001,Adams County,Colorado,-1.26,-1.36,8,0.11
CO-003,Alamosa County,Colorado,-1.3,-1.38,9,0.08
CO-005,Arapahoe County,Colorado,-1.39,-1.49,5,0.1
CO-007,Archuleta County,Colorado,-1.88,-1.98,3,0.1
CO-009,Baca County,Colorado,-1.06,-1.24,10,0.18
CO-011,Bent County,Colorado,-1.09,-1.31,7,0.22
CO-013,Boulder County,Colorado,-1.02,-1.13,15,0.11
CO-014,Broomfield County,Colorado,-0.88,-0.94,18,0.07
CO-015,Chaffee County,Colorado,-0.96,-1.07,16,0.11
CO-017,Cheyenne County,Colorado,-1.52,-1.82,5,0.29
CO-019,Clear Creek County,Colorado,-1.32,-1.43,8,0.1
CO-021,Conejos County,Colorado,-1.67,-1.8,3,0.13
CO-023,Costilla County,Colorado,-1.84,-1.98,6,0.15
CO-025,Crowley County,Colorado,-0.89,-1.01,15,0.13
CO-027,Custer County,Colorado,-1.39,-1.41,8,0.02
CO-029,Delta County,Colorado,-2.48,-2.67,1,0.19
CO-031,Denver County,Colorado,-1.34,-1.37,7,0.03
CO-033,Dolores County,Colorado,-2.3,-2.38,2,0.08
CO-035,Douglas County,Colorado,-1.36,-1.44,7,0.08
CO-037,Eagle County,Colorado,-1.69,-1.72,2,0.02
CO-039,Elbert County,Colorado,-1.36,-1.5,6,0.14
CO-041,El Paso County,Colorado,-1.44,-1.6,5,0.16
CO-043,Fremont County,Colorado,-1.12,-1.16,11,0.04
CO-045,Garfield County,Colorado,-2.11,-2.23,1,0.13
CO-047,Gilpin County,Colorado,-1.3,-1.41,8,0.11
CO-049,Grand County,Colorado,-1.67,-1.73,2,0.06
CO-051,Gunnison County,Colorado,-1.53,-1.64,4,0.11
CO-053,Hinsdale County,Colorado,-1.69,-1.75,3,0.07
CO-055,Huerfano County,Colorado,-1.9,-2.09,5,0.19
CO-057,Jackson County,Colorado,-1.51,-1.59,4,0.08
CO-059,Jefferson County,Colorado,-1.08,-1.14,11,0.06
CO-061,Kiowa County,Colorado,-1.17,-1.44,8,0.27
CO-063,Kit Carson County,Colorado,-1.53,-1.83,4,0.29
CO-065,Lake County,Colorado,-0.82,-0.87,15,0.05
CO-067,La Plata County,Colorado,-2.12,-2.2,2,0.08
CO-069,Larimer County,Colorado,-1.16,-1.27,10,0.11
CO-071,Las Animas County,Colorado,-1.8,-1.96,2,0.17
CO-073,Lincoln County,Colorado,-1.43,-1.62,5,0.19
CO-075,Logan County,Colorado,-1.69,-1.89,4,0.2
CO-077,Mesa County,Colorado,-2.35,-2.57,1,0.22
CO-079,Mineral County,Colorado,-1.79,-1.83,2,0.05
CO-081,Moffat County,Colorado,-1.25,-1.33,12,0.08
CO-083,Montezuma County,Colorado,-2.17,-2.25,2,0.08
CO-085,Montrose County,Colorado,-2.7,-2.88,1,0.18
CO-087,Morgan County,Colorado,-1.19,-1.38,6,0.2
CO-089,Otero County,Colorado,-1.02,-1.13,13,0.11
CO-091,Ouray County,Colorado,-2.11,-2.25,2,0.14
CO-093,Park County,Colorado,-0.9,-0.95,21,0.05
CO-095,Phillips County,Colorado,-1.53,-1.71,3,0.19
CO-097,Pitkin County,Colorado,-1.54,-1.6,4,0.06
CO-099,Prowers County,Colorado,-1.13,-1.37,9,0.24
CO-101,Pueblo County,Colorado,-1.36,-1.46,6,0.09
CO-103,Rio Blanco County,Colorado,-1.72,-1.89,4,0.17
CO-105,Rio Grande County,Colorado,-1.66,-1.76,6,0.11
CO-107,Routt County,Colorado,-1.83,-1.89,1,0.07
CO-109,Saguache County,Colorado,-1.52,-1.63,5,0.11
CO-111,San Juan County,Colorado,-1.93,-2.01,1,0.08
CO-113,San Miguel County,Colorado,-2.53,-2.63,2,0.11
CO-115,Sedgwick County,Colorado,-1.42,-1.6,6,0.18
CO-117,Summit County,Colorado,-1.48,-1.52,5,0.04
CO-119,Teller County,Colorado,-1.14,-1.23,12,0.1
CO-121,Washington County,Colorado,-1.88,-2.1,2,0.22
CO-123,Weld County,Colorado,-1.09,-1.28,12,0.19
CO-125,Yuma County,Colorado,-1.7,-1.89,3,0.19
CT-001,Fairfield County,Connecticut,-0.77,-0.8,13,0.03
CT-003,Hartford County,Connecticut,-0.66,-0.67,16,0.01
CT-005,Litchfield County,Connecticut,-0.8,-0.87,13,0.07
CT-007,Middlesex County,Connecticut,-0.52,-0.52,31,0
CT-009,New Haven County,Connecticut,-0.51,-0.52,27,0.02
CT-011,New London County,Connecticut,-0.69,-0.68,18,-0
CT-013,Tolland County,Connecticut,-0.47,-0.44,33,-0.03
CT-015,Windham County,Connecticut,-0.52,-0.48,24,-0.04
DE-001,Kent County,Delaware,0.83,0.83,109,-0.01
DE-003,New Castle County,Delaware,0.6,0.59,104,0.01
DE-005,Sussex County,Delaware,0.84,0.86,113,-0.02
FL-001,Alachua County,Florida,-0.16,-0.15,55,-0.01
FL-003,Baker County,Florida,0.08,0.15,82,-0.07
FL-005,Bay County,Florida,0.13,0.11,77,0.02
FL-007,Bradford County,Florida,0.01,0.05,71,-0.04
FL-009,Brevard County,Florida,-0.09,-0.22,53,0.13
FL-011,Broward County,Florida,1.1,0.98,123,0.12
FL-013,Calhoun County,Florida,0.16,0.18,84,-0.02
FL-015,Charlotte County,Florida,-0.02,-0.05,66,0.03
FL-017,Citrus County,Florida,-0.87,-0.85,14,-0.02
FL-019,Clay County,Florida,0.07,0.09,71,-0.02
FL-021,Collier County,Florida,0.18,0.07,69,0.1
FL-023,Columbia County,Florida,0.03,0.08,76,-0.06
FL-027,DeSoto County,Florida,-0.14,-0.18,52,0.03
FL-029,Dixie County,Florida,-0.27,-0.29,39,0.02
FL-031,Duval County,Florida,0.26,0.24,82,0.02
FL-033,Escambia County,Florida,-0.05,-0.04,62,-0
FL-035,Flagler County,Florida,-0.4,-0.4,40,0.01
FL-037,Franklin County,Florida,-0.29,-0.27,52,-0.02
FL-039,Gadsden County,Florida,0.17,0.16,82,0.01
FL-041,Gilchrist County,Florida,-0.25,-0.25,46,0.01
FL-043,Glades County,Florida,-0.15,-0.22,58,0.07
FL-045,Gulf County,Florida,-0.22,-0.21,57,-0.01
FL-047,Hamilton County,Florida,-0.17,-0.15,59,-0.02
FL-049,Hardee County,Florida,-0.71,-0.78,21,0.07
FL-051,Hendry County,Florida,-0.9,-0.97,13,0.07
FL-053,Hernando County,Florida,-0.95,-0.94,12,-0.01
FL-055,Highlands County,Florida,-0.07,-0.17,58,0.09
FL-057,Hillsborough County,Florida,-0.48,-0.53,30,0.05
FL-059,Holmes County,Florida,0.86,0.79,112,0.07
FL-061,Indian River County,Florida,0.48,0.37,99,0.1
FL-063,Jackson County,Florida,0.72,0.69,107,0.03
FL-065,Jefferson County,Florida,0.03,-0.02,65,0.05
FL-067,Lafayette County,Florida,-0.19,-0.2,57,0
FL-069,Lake County,Florida,-0.78,-0.85,22,0.07
FL-071,Lee County,Florida,0.04,0,69,0.04
FL-073,Leon County,Florida,0.14,0.14,84,0
FL-075,Levy County,Florida,-0.68,-0.68,19,0.01
FL-077,Liberty County,Florida,-0.11,-0.08,67,-0.03
FL-079,Madison County,Florida,-0.24,-0.29,46,0.05
FL-081,Manatee County,Florida,-0.27,-0.34,44,0.07
FL-083,Marion County,Florida,-0.73,-0.73,19,0
FL-085,Martin County,Florida,0.94,0.8,119,0.14
FL-086,Miami-Dade County,Florida,0.63,0.52,106,0.1
FL-087,Monroe County,Florida,0.49,0.4,99,0.09
FL-089,Nassau County,Florida,0.16,0.18,79,-0.02
FL-091,Okaloosa County,Florida,0.24,0.19,80,0.05
FL-093,Okeechobee County,Florida,0.46,0.35,94,0.11
FL-095,Orange County,Florida,-0.5,-0.6,30,0.11
FL-097,Osceola County,Florida,-0.27,-0.39,43,0.12
FL-099,Palm Beach County,Florida,0.5,0.45,104,0.05
FL-101,Pasco County,Florida,-0.63,-0.63,20,0.01
FL-103,Pinellas County,Florida,-0.44,-0.45,37,0.01
FL-105,Polk County,Florida,-0.28,-0.38,45,0.1
FL-107,Putnam County,Florida,-0.19,-0.18,54,-0.01
FL-109,St. Johns County,Florida,0.16,0.18,80,-0.01
FL-111,St. Lucie County,Florida,1.07,0.96,119,0.12
FL-113,Santa Rosa County,Florida,0.03,0.03,70,0
FL-115,Sarasota County,Florida,-0.11,-0.17,57,0.06
FL-117,Seminole County,Florida,-0.5,-0.6,33,0.11
FL-119,Sumter County,Florida,-1.04,-1.04,8,0
FL-121,Suwannee County,Florida,-0.12,-0.1,61,-0.02
FL-123,Taylor County,Florida,-0.33,-0.35,40,0.02
FL-125,Union County,Florida,0.06,0.11,74,-0.05
FL-127,Volusia County,Florida,-0.38,-0.44,38,0.06
FL-129,Wakulla County,Florida,0.01,0.03,74,-0.02
FL-131,Walton County,Florida,0.43,0.37,94,0.06
FL-133,Washington County,Florida,0.53,0.46,99,0.06
GA-001,Appling County,Georgia,0.1,0.07,77,0.02
GA-003,Atkinson County,Georgia,-0.14,-0.2,56,0.06
GA-005,Bacon County,Georgia,-0.24,-0.28,53,0.05
GA-007,Baker County,Georgia,0.17,0.13,72,0.04
GA-009,Baldwin County,Georgia,0.76,0.65,106,0.11
GA-011,Banks County,Georgia,0.88,0.89,116,-0.01
GA-013,Barrow County,Georgia,1.24,1.22,120,0.02
GA-015,Bartow County,Georgia,0.27,0.31,90,-0.04
GA-017,Ben Hill County,Georgia,0.38,0.34,91,0.04
GA-019,Berrien County,Georgia,0.18,0.14,83,0.04
GA-021,Bibb County,Georgia,0.7,0.65,107,0.06
GA-023,Bleckley County,Georgia,1.18,1.11,117,0.07
GA-025,Brantley County,Georgia,-0.07,-0.06,69,-0.02
GA-027,Brooks County,Georgia,0.38,0.32,84,0.06
GA-029,Bryan County,Georgia,-0.02,-0.05,70,0.03
GA-031,Bulloch County,Georgia,0.38,0.3,88,0.07
GA-033,Burke County,Georgia,0.51,0.43,95,0.08
GA-035,Butts County,Georgia,0.17,0.12,75,0.05
GA-037,Calhoun County,Georgia,0.36,0.33,88,0.03
GA-039,Camden County,Georgia,0.11,0.15,79,-0.03
GA-043,Candler County,Georgia,0.63,0.52,94,0.11
GA-045,Carroll County,Georgia,0.89,0.91,116,-0.01
GA-047,Catoosa County,Georgia,0.63,0.72,112,-0.09
GA-049,Charlton County,Georgia,0.08,0.13,73,-0.04
GA-051,Chatham County,Georgia,-0.15,-0.17,62,0.03
GA-053,Chattahoochee County,Georgia,1.06,1.08,121,-0.03
GA-055,Chattooga County,Georgia,0.76,0.78,108,-0.01
GA-057,Cherokee County,Georgia,0.65,0.67,102,-0.03
GA-059,Clarke County,Georgia,1.07,1.04,116,0.03
GA-061,Clay County,Georgia,0.82,0.81,111,0.01
GA-063,Clayton County,Georgia,1.21,1.21,119,0
GA-065,Clinch County,Georgia,-0.28,-0.28,49,-0
GA-067,Cobb County,Georgia,0.81,0.81,105,0
GA-069,Coffee County,Georgia,-0.02,-0.08,68,0.07
GA-071,Colquitt County,Georgia,0.46,0.41,91,0.05
GA-073,Columbia County,Georgia,0.73,0.66,109,0.07
GA-075,Cook County,Georgia,0.37,0.32,89,0.05
GA-077,Coweta County,Georgia,0.97,0.96,116,0.01
GA-079,Crawford County,Georgia,0.8,0.72,107,0.07
GA-081,Crisp County,Georgia,0.84,0.75,111,0.09
GA-083,Dade County,Georgia,0.7,0.77,111,-0.06
GA-085,Dawson County,Georgia,1.11,1.13,123,-0.02
GA-087,Decatur County,Georgia,0.14,0.11,74,0.03
GA-089,DeKalb County,Georgia,1.3,1.29,122,0.01
GA-091,Dodge County,Georgia,0.96,0.89,115,0.07
GA-093,Dooly County,Georgia,1.04,0.97,114,0.08
GA-095,Dougherty County,Georgia,0.58,0.49,96,0.09
GA-097,Douglas County,Georgia,0.91,0.9,112,0.01
GA-099,Early County,Georgia,0.52,0.5,99,0.02
GA-101,Echols County,Georgia,-0.15,-0.15,58,-0
GA-103,Effingham County,Georgia,0.13,0.08,77,0.05
GA-105,Elbert County,Georgia,1.13,1.07,122,0.06
GA-107,Emanuel County,Georgia,0.81,0.7,102,0.11
GA-109,Evans County,Georgia,0.46,0.4,93,0.06
GA-111,Fannin County,Georgia,1.27,1.29,126,-0.02
GA-113,Fayette County,Georgia,1.09,1.09,117,0
GA-115,Floyd County,Georgia,0.55,0.57,103,-0.02
GA-117,Forsyth County,Georgia,1.2,1.23,122,-0.03
GA-119,Franklin County,Georgia,0.74,0.72,111,0.02
GA-121,Fulton County,Georgia,1.18,1.18,120,-0
GA-123,Gilmer County,Georgia,0.95,0.99,123,-0.04
GA-125,Glascock County,Georgia,0.77,0.67,105,0.1
GA-127,Glynn County,Georgia,-0.07,-0.03,71,-0.04
GA-129,Gordon County,Georgia,0.6,0.63,106,-0.03
GA-131,Grady County,Georgia,0.19,0.16,76,0.03
GA-133,Greene County,Georgia,0.85,0.73,111,0.12
GA-135,Gwinnett County,Georgia,1.34,1.33,123,0.01
GA-137,Habersham County,Georgia,0.92,0.95,121,-0.03
GA-139,Hall County,Georgia,1.3,1.33,125,-0.03
GA-141,Hancock County,Georgia,0.83,0.7,107,0.13
GA-143,Haralson County,Georgia,0.68,0.71,106,-0.03
GA-145,Harris County,Georgia,0.85,0.9,113,-0.05
GA-147,Hart County,Georgia,1.17,1.14,122,0.03
GA-149,Heard County,Georgia,0.82,0.84,112,-0.02
GA-151,Henry County,Georgia,0.87,0.84,109,0.03
GA-153,Houston County,Georgia,1.24,1.18,120,0.07
GA-155,Irwin County,Georgia,0.16,0.12,79,0.04
GA-157,Jackson County,Georgia,1.21,1.2,122,0.01
GA-159,Jasper County,Georgia,-0.25,-0.35,50,0.1
GA-161,Jeff Davis County,Georgia,0.48,0.43,95,0.05
GA-163,Jefferson County,Georgia,0.77,0.67,104,0.1
GA-165,Jenkins County,Georgia,0.22,0.14,83,0.08
GA-167,Johnson County,Georgia,1.11,0.99,118,0.12
GA-169,Jones County,Georgia,0.34,0.26,92,0.07
GA-171,Lamar County,Georgia,0.54,0.51,98,0.03
GA-173,Lanier County,Georgia,0.05,0,68,0.05
GA-175,Laurens County,Georgia,1.3,1.2,119,0.1
GA-177,Lee County,Georgia,0.82,0.74,108,0.07
GA-179,Liberty County,Georgia,-0.17,-0.19,58,0.02
GA-181,Lincoln County,Georgia,0.9,0.81,113,0.1
GA-183,Long County,Georgia,-0.12,-0.12,61,0.01
