short_desc,statisticcat_desc,source_desc,group_desc,CV (%),commodity_desc,domaincat_desc,state_name,country_code,load_time,sector_desc,asd_desc,prodn_practice_desc,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,end_code,Value,state_ansi,week_ending,county_code,begin_code,county_name,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,country_name,asd_code,location_desc,state_fips_code,reference_period_desc,state_alpha,county_ansi
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2015-05-26 16:01:06.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,6,35,2015-05-24,,21,,FREEZE,TOTAL,WEEKLY,,2015,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2015-06-01 16:00:19.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,22,7,35,2015-05-31,,22,,FREEZE,TOTAL,WEEKLY,,2015,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #22,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2015-11-16 16:05:40.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,46,27,35,2015-11-15,,46,,FREEZE,TOTAL,WEEKLY,,2015,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #46,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2015-11-23 16:08:35.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,47,30,35,2015-11-22,,47,,FREEZE,TOTAL,WEEKLY,,2015,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #47,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2015-11-30 16:05:23.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,48,32,35,2015-11-29,,48,,FREEZE,TOTAL,WEEKLY,,2015,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #48,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-04-08 16:11:03.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,14,15,35,2014-04-06,,14,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #14,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-04-14 17:05:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,15,13,35,2014-04-13,,15,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #15,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-04-21 16:23:48.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,15,35,2014-04-20,,16,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-04-28 16:50:41.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,15,35,2014-04-27,,17,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-05-05 17:06:27.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,16,35,2014-05-04,,18,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-05-12 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,13,35,2014-05-11,,19,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-05-19 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,13,35,2014-05-18,,20,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-05-27 16:58:29.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,13,35,2014-05-25,,21,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-06-02 16:26:24.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,22,13,35,2014-06-01,,22,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #22,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-10-27 16:09:31.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,43,4,35,2014-10-26,,43,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #43,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-11-03 16:10:24.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,44,4,35,2014-11-02,,44,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #44,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-11-10 16:05:58.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,45,8,35,2014-11-09,,45,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #45,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-11-17 16:07:36.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,46,8,35,2014-11-16,,46,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #46,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT LIGHT",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2014-11-24 16:05:59.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,47,7,35,2014-11-23,,47,,FREEZE,TOTAL,WEEKLY,,2014,PCT LIGHT,,UNITED STATES,,NEW MEXICO,35,WEEK #47,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-04-15 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,15,0,35,2024-04-14,,15,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #15,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-04-22 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,0,35,2024-04-21,,16,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-04-29 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,0,35,2024-04-28,,17,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-05-06 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,0,35,2024-05-05,,18,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-05-13 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,0,35,2024-05-12,,19,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-05-20 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,0,35,2024-05-19,,20,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-05-28 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,0,35,2024-05-26,,21,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-11-18 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,46,10,35,2024-11-17,,46,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #46,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2024-11-25 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,47,12,35,2024-11-24,,47,,FREEZE,TOTAL,WEEKLY,,2024,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #47,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-04-17 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,15,0,35,2023-04-16,,15,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #15,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-04-24 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,0,35,2023-04-23,,16,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-05-01 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,0,35,2023-04-30,,17,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-05-08 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,0,35,2023-05-07,,18,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-05-15 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,0,35,2023-05-14,,19,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-05-22 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,0,35,2023-05-21,,20,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-05-30 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,1,35,2023-05-28,,21,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-06-05 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,22,0,35,2023-06-04,,22,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #22,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-06-12 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,23,0,35,2023-06-11,,23,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #23,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-06-20 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,24,0,35,2023-06-18,,24,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #24,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-06-26 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,25,0,35,2023-06-25,,25,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #25,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2023-07-03 16:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,26,0,35,2023-07-02,,26,,FREEZE,TOTAL,WEEKLY,,2023,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #26,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-04-18 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,15,0,35,2022-04-17,,15,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #15,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-04-25 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,0,35,2022-04-24,,16,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-05-02 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,0,35,2022-05-01,,17,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-05-09 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,0,35,2022-05-08,,18,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-05-16 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,0,35,2022-05-15,,19,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-05-23 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,0,35,2022-05-22,,20,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2022-05-31 16:00:04.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,0,35,2022-05-29,,21,,FREEZE,TOTAL,WEEKLY,,2022,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-04-19 16:00:21.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,15,0,35,2021-04-18,,15,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #15,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-04-26 16:00:17.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,0,35,2021-04-25,,16,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-05-03 16:00:20.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,0,35,2021-05-02,,17,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-05-10 16:00:18.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,0,35,2021-05-09,,18,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-05-17 16:00:14.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,0,35,2021-05-16,,19,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-05-24 16:00:16.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,0,35,2021-05-23,,20,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2021-06-01 16:00:12.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,0,35,2021-05-30,,21,,FREEZE,TOTAL,WEEKLY,,2021,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2020-04-20 16:00:19.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,13,35,2020-04-19,,16,,FREEZE,TOTAL,WEEKLY,,2020,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2020-04-27 16:00:09.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,10,35,2020-04-26,,17,,FREEZE,TOTAL,WEEKLY,,2020,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2020-05-04 16:00:12.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,7,35,2020-05-03,,18,,FREEZE,TOTAL,WEEKLY,,2020,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2020-05-11 16:00:10.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,1,35,2020-05-10,,19,,FREEZE,TOTAL,WEEKLY,,2020,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, FREEZE - DAMAGE, MEASURED IN PCT MODERATE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2020-05-18 16:00:09.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,1,35,2020-05-17,,20,,FREEZE,TOTAL,WEEKLY,,2020,PCT MODERATE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
